# Russian irregular verbs — mined from OpenCorpora gold (kaikki
# fills gaps). Non-reflexive base lemmas; reflexives and prefixed
# derivatives match by suffix unless the base is exact (col 4).
# Regenerate: python3 scripts/rus/mine_verbs.py
# lemma	nonpast(6)	past(4:masc,fem,neut,pl)	imp(2:sg,pl)	exact
вытралить	-	-	вытрали,вытральте	-
вытрепать	вытреплю,вытреплешь,вытреплет,вытреплем,вытреплете,вытреплют	-	вытрепли,вытреплите	-
вытроить	-	-	вытрой,вытройте	-
выть	вою,воешь,воет,воем,воете,воют	-	вой,войте	-
вытянуть	-	-	вытянь,вытяньте	-
выхолить	-	-	выхоли,выхольте	-
выцвести	выцвету,выцветешь,выцветет,выцветем,выцветете,выцветут	выцвел,выцвела,выцвело,выцвели	выцвети,выцветите	-
выцыганить	-	-	выцыгани,выцыганьте	-
вычесть	вычту,вычтешь,вычтет,вычтем,вычтете,вычтут	вычел,вычла,вычло,вычли	вычти,вычтите	-
вышарить	-	-	вышари,вышарьте	-
вышибить	вышибу,вышибешь,вышибет,вышибем,вышибете,вышибут	вышиб,вышибла,вышибло,вышибли	-	-
вышить	вышью,вышьешь,вышьет,вышьем,вышьете,вышьют	-	вышей,вышейте	-
вышколить	-	-	вышколи,вышкольте	-
вышпарить	-	-	вышпари,вышпарьте	-
вьюжить	-	-	вьюжь,вьюжьте	-
вьючить	-	-	вьючь,вьючьте	-
вязать	вяжу,вяжешь,вяжет,вяжем,вяжете,вяжут	-	вяжи,вяжите	1
вялить	-	-	вяль,вяльте	1
вянуть	-	вял,вяла,вяло,вяли	вянь,вяньте	-
гадить	-	-	гадь,гадьте	-
газануть	газану,газанёшь,газанёт,газанём,газанёте,газанут	-	-	-
галдеть	галжу,галдишь,галдит,галдим,галдите,галдят	-	галди,галдите	-
гарпунить	-	-	гарпунь,гарпуньте	-
гинуть	-	-	гинь,гиньте	-
глаголать	глаголю,глаголешь,глаголет,глаголем,глаголете,глаголют	-	глаголь,глагольте	-
глаголить	-	-	глаголь,глагольте	-
гладить	-	-	гладь,гладьте	-
глотнуть	глотну,глотнёшь,глотнёт,глотнём,глотнёте,глотнут	-	-	-
глядеть	гляжу,глядишь,глядит,глядим,глядите,глядят	-	гляди,глядите	-
глянуть	-	-	глянь,гляньте	1
гнать	гоню,гонишь,гонит,гоним,гоните,гонют	-	гони,гоните	1
гневать	гневаю,гневаешь,гневает,гневаем,гневаете,гневают	-	гневай,гневайте	-
гнести	гнету,гнетёшь,гнетёт,гнетём,гнетёте,гнетут	гнёл,гнела,гнело,гнели	гнети,гнетите	-
гнить	гнию,гниёшь,гниёт,гниём,гниёте,гниют	-	-	1
гнусавить	-	-	гнусавь,гнусавьте	-
гнуть	гну,гнёшь,гнёт,гнём,гнёте,гнут	-	-	1
гоготать	гогочу,гогочешь,гогочет,гогочем,гогочете,гогочут	-	гогочи,гогочите	-
голоснуть	голосну,голоснёшь,голоснёт,голоснём,голоснёте,голоснут	-	-	-
голубить	-	-	голубь,голубьте	-
горбатить	-	-	горбать,горбатьте	-
горевать	горюю,горюешь,горюет,горюем,горюете,горюют	-	горюй,горюйте	-
гореть	горю,горишь,горит,горим,горите,горят	-	гори,горите	-
горкнуть	-	горкнул,горкла,горкло,горкли	-	1
горланить	-	-	горлань,горланьте	-
горлопанить	-	-	горлопань,горлопаньте	-
гостевать	гостюю,гостюешь,гостюет,гостюем,гостюете,гостюют	-	гостюй,гостюйте	-
готовить	-	-	готовь,готовьте	-
грабить	-	-	грабь,грабьте	-
граничить	-	-	граничь,граничьте	-
граять	граю,граешь,грает,граем,граете,грают	-	грай,грайте	-
гребануть	гребану,гребанёшь,гребанёт,гребанём,гребанёте,гребанут	-	-	-
гребнуть	гребну,гребнёшь,гребнёт,гребнём,гребнёте,гребнут	-	-	-
грезить	-	-	грезь,грезьте	-
греметь	гремлю,гремишь,гремит,гремим,гремите,гремят	-	греми,гремите	-
грести	гребу,гребёшь,гребёт,гребём,гребёте,гребут	грёб,гребла,гребло,гребли	греби,гребите	1
гробануть	гробану,гробанёшь,гробанёт,гробанём,гробанёте,гробанут	-	гробань,гробаньте	-
гробить	-	-	гробь,гробьте	-
громыхнуть	громыхну,громыхнёшь,громыхнёт,громыхнём,громыхнёте,громыхнут	-	-	-
грохотать	грохочу,грохочешь,грохочет,грохочем,грохочете,грохочут	-	грохочи,грохочите	-
грохотнуть	грохотну,грохотнёшь,грохотнёт,грохотнём,грохотнёте,грохотнут	-	-	-
грубиянить	-	-	грубиянь,грубияньте	-
грузнуть	-	грузнул,грузла,грузло,грузли	-	1
грызнуть	грызну,грызнёшь,грызнёт,грызнём,грызнёте,грызнут	-	-	-
грызть	грызу,грызёшь,грызёт,грызём,грызёте,грызут	грыз,грызла,грызло,грызли	грызи,грызите	-
грянуть	-	-	грянь,гряньте	-
грясти	гряду,грядёшь,грядёт,грядём,грядёте,грядут	-	гряди,грядите	-
гудеть	гужу,гудишь,гудит,гудим,гудите,гудят	-	гуди,гудите	-
гундосить	-	-	гундось,гундосьте	-
густи	гуду,гудёшь,гудёт,гудём,гудёте,гудут	-	-	-
гуторить	-	-	гуторь,гуторьте	-
давать	даю,даёшь,даёт,даём,даёте,дают	-	-	-
давнуть	давну,давнёшь,давнёт,давнём,давнёте,давнут	-	-	-
дать	дам,дашь,даст,дадим,дадите,дадут	-	-	1
двинуть	-	-	двинь,двиньте	-
двоить	-	-	двой,двойте	1
дегидрировать	-	-	дегидрировай,дегидрировайте	-
дежурить	-	-	дежурь,дежурьте	-
дергануть	дергану,дерганёшь,дерганёт,дерганём,дерганёте,дерганут	-	-	-
держать	держу,держишь,держит,держим,держите,держат	-	держи,держите	-
дерзнуть	дерзну,дерзнёшь,дерзнёт,дерзнём,дерзнёте,дерзнут	-	-	-
деть	дену,денешь,денет,денем,денете,денут	-	день,деньте	1
деять	дею,деешь,деет,деем,деете,деют	-	дей,дейте	-
дневалить	-	-	дневаль,дневальте	-
дневать	днюю,днюешь,днюет,днюем,днюете,днюют	-	днюй,днюйте	-
добавить	-	-	добавь,добавьте	-
добить	добью,добьёшь,добьёт,добьём,добьёте,добьют	-	добей,добейте	1
добрать	доберу,доберёшь,доберёт,доберём,доберёте,доберут	-	добери,доберите	1
добрести	добреду,добредёшь,добредёт,добредём,добредёте,добредут	добрёл,добрела,добрело,добрели	добреди,добредите	-
