# lemma(1sg.ipfv.pres)	V;1;SG;IPFV;PRS	V;2;SG;IPFV;PRS	V;3;SG;IPFV;PRS	V;1;PL;IPFV;PRS	V;2;PL;IPFV;PRS	V;3;PL;IPFV;PRS	V;1;SG;IPFV;PST	V;2;SG;IPFV;PST	V;3;SG;IPFV;PST	V;1;PL;IPFV;PST	V;2;PL;IPFV;PST	V;3;PL;IPFV;PST	V;1;SG;PFV;PST	V;2;SG;PFV;PST	V;3;SG;PFV;PST	V;1;PL;PFV;PST	V;2;PL;PFV;PST	V;3;PL;PFV;PST	V;2;SG;IMP	V;2;PL;IMP	V;PTCP  ("-" = productive default)
φυγαδεύω	-	-	-	-	-	-	φυγαδευα	φυγαδευες	φυγαδευε	φυγαδεύαμε	φυγαδεύατε	φυγαδευαν	φυγάδευσα	φυγάδευσες	φυγάδευσε	φυγαδέψαμε	φυγαδέψατε	φυγάδευσαν	φυγάδευσε	φυγαδέψτε	-
φυγομαχώ	φυγομαχώ	φυγομαχείς	φυγομαχεί	φυγομαχούμε	φυγομαχείτε	φυγομαχούν	φυγομαχούσα	φυγομαχούσες	φυγομαχούσε	φυγομαχούσαμε	φυγομαχούσατε	φυγομαχούσαν	φυγομάχησα	φυγομάχησες	φυγομάχησε	φυγομαχήσαμε	φυγομαχήσατε	φυγομάχησαν	φυγομάχησε	φυγομαχήστε	φυγομαχώντας
φυγοπονώ	φυγοπονώ	φυγοπονείς	φυγοπονεί	φυγοπονούμε	φυγοπονείτε	φυγοπονούν	φυγοπονούσα	φυγοπονούσες	φυγοπονούσε	φυγοπονούσαμε	φυγοπονούσατε	φυγοπονούσαν	φυγοπόνησα	φυγοπόνησες	φυγοπόνησε	φυγοπονήσαμε	φυγοπονήσατε	φυγοπονήσαν	φυγοπόνησε	φυγοπονήστε	φυγοπονώντας
φυλάσσω	-	-	-	-	-	-	φύλασσα	φύλασσες	φύλασσε	φυλάσσαμε	φυλάσσατε	φυλάσσαν	φύλαξα	φύλαξες	φύλαξε	φυλάξαμε	φυλάξατε	φυλάξαν	φύλαξε	φυλάξτε	-
φυλάω	-	φυλάς	φυλά	φυλάμε	φυλάτε	φυλάν	φυλούσα	φυλούσες	φυλούσε	φυλάγαμε	φυλάγατε	φυλούσαν	φύλαξα	φύλαξες	φύλαξε	φυλάξαμε	φυλάξατε	φυλάξαν	φύλα	φυλάξτε	φυλώντας
φυλακίζω	-	-	-	-	-	-	φυλάκιζα	φυλάκιζες	φυλάκιζε	φυλακίζαμε	φυλακίζατε	φυλάκιζαν	φυλάκισα	φυλάκισες	φυλάκισε	φυλακίσαμε	φυλακίσατε	φυλάκισαν	φυλάκιζε	φυλακίζετε	-
φυλλομετράω	-	φυλλομετράς	φυλλομετρά	φυλλομετράμε	φυλλομετράτε	φυλλομετράν	φυλλομέτραγα	φυλλομέτραγες	φυλλομέτραγε	φυλλομετράγαμε	φυλλομετράγατε	φυλλομέτραγαν	φυλλομέτρησα	φυλλομέτρησες	φυλλομέτρησε	φυλλομετρήσαμε	φυλλομετρήσατε	φυλλομέτρησαν	φυλλομέτρα	φυλλομετράτε	φυλλομετρώντας
φυλλομετρώ	φυλλομετράω	φυλλομετράς	φυλλομετρά	φυλλομετράμε	φυλλομετράτε	φυλλομετράν	φυλλομέτραγα	φυλλομέτραγες	φυλλομέτραγε	φυλλομετράγαμε	φυλλομετράγατε	φυλλομετράγανε	φυλλομέτρησα	φυλλομέτρησες	φυλλομέτρησε	φυλλομετρήσαμε	φυλλομετρήσατε	φυλλομέτρησαν	φυλλομέτρα	φυλλομετρήστε	φυλλομετρώντας
φυσάω	-	φυσάς	φυσά	φυσάμε	φυσάτε	φυσάν	φυσούσα	φυσούσες	φυσούσε	φυσάγαμε	φυσάγατε	φυσούσαν	φύσηξα	φύσηξες	φύσηξε	φυσήξαμε	φυσήξατε	φυσήξαν	φύσα	φυσάτε	φυσώντας
φυσώ	φυσάω	φυσάς	φυσά	φυσάμε	φυσάτε	φυσάν	φυσούσα	φυσούσες	φυσούσε	φυσάγαμε	φυσάγατε	φυσάγανε	φύσηξα	φύσηξες	φύσηξε	φυσήξαμε	φυσήξατε	φυσήξαν	φύσα	φυσάτε	φυσώντας
φυτεύω	-	-	-	-	-	-	φύτευα	φύτευες	φύτευε	φυτεύαμε	φυτεύατε	φυτεύαν	φύτεψα	φύτεψες	φύτεψε	φυτέψαμε	φυτέψατε	φυτέψαν	φύτευε	φυτέψτε	-
φυτρώνω	-	-	-	-	-	-	φύτρωνα	φύτρωνες	φύτρωνε	φυτρώναμε	φυτρώνατε	φυτρώναν	φύτρωσα	φύτρωσες	φύτρωσε	φυτρώσαμε	φυτρώσατε	φυτρώσαν	φύτρωνε	φυτρώνετε	-
φωνάζω	-	-	-	-	-	-	φώναζα	φώναζες	φώναζε	φωνάζαμε	φωνάζατε	φωνάζαν	φώναξα	φώναξες	φώναξε	φωνάξαμε	φωνάξατε	φωνάξαν	φώναζε	φωνάζετε	-
φωσφορίζω	-	-	-	-	-	-	φωσφόριζα	φωσφόριζες	φωσφόριζε	φωσφορίζαμε	φωσφορίζατε	φωσφορίζαν	φωσφόρισα	φωσφόρισες	φωσφόρισε	φωσφορίσαμε	φωσφορίσατε	φωσφορίσαν	φωσφόριζε	φωσφορίζετε	-
φωτίζω	-	-	-	-	-	-	φώτιζα	φώτιζες	φώτιζε	φωτίζαμε	φωτίζατε	φωτίζαν	φώτισα	φώτισες	φώτισε	φωτίσαμε	φωτίσατε	φωτίσαν	φώτιζε	φωτίζετε	-
φωτογραφίζω	-	-	-	-	-	-	φωτογράφιζα	φωτογράφιζες	φωτογράφιζε	φωτογραφίζαμε	φωτογραφίζατε	φωτογράφιζαν	φωτογράφισα	φωτογράφισες	φωτογράφισε	φωτογραφίσαμε	φωτογραφίσατε	φωτογράφισαν	φωτογράφιζε	φωτογραφίζετε	-
χάνομαι	χάνομαι	χάνεσαι	χάνεται	χανόμαστε	χάνεστε	χάνονται	χανόμουν	χανόσουν	χανόταν	χανόμασταν	χανόσασταν	χάνονταν	χάθηκα	χάθηκες	χάθηκε	χαθήκαμε	χαθήκατε	χάθηκαν	χάσου	χαθείτε	-
χάνω	-	-	-	-	-	-	έχανα	έχανες	έχανε	χάναμε	χάνατε	έχαναν	έχασα	έχασες	έχασε	χάσαμε	χάσατε	έχασαν	χάνε	χάνετε	-
χέζομαι	χέζομαι	χέζεσαι	χέζεται	χεζόμαστε	χέζεστε	χέζονται	χεζόμουν	χεζόσουν	χεζόταν	χεζόμασταν	χεζόσασταν	χέζονταν	χέστηκα	χέστηκες	χέστηκε	χεστήκαμε	χεστήκατε	χέστηκαν	χέσου	χεστείτε	-
χέζω	-	-	-	-	-	-	έχεζα	έχεζες	έχεζε	χέζαμε	χέζατε	έχεζαν	έχεσα	έχεσες	έχεσε	χέσαμε	χέσατε	έχεσαν	χέζε	χέζετε	-
χαζεύω	-	-	-	-	-	-	χάζευα	χάζευες	χάζευε	χαζεύαμε	χαζεύατε	χάζευαν	χάζεψα	χάζεψες	χάζεψε	χαζέψαμε	χαζέψατε	χάζεψαν	χάζευε	χαζέψτε	-
χαιρετάω	-	χαιρετάς	χαιρετά	χαιρετάμε	χαιρετάτε	χαιρετάν	χαιρέταγα	χαιρέταγες	χαιρέταγε	χαιρετάγαμε	χαιρετάγατε	χαιρέταγαν	χαιρέτησα	χαιρέτησες	χαιρέτησε	χαιρετήσαμε	χαιρετήσατε	χαιρέτησαν	χαιρέτα	χαιρετάτε	χαιρετώντας
χαιρετώ	χαιρετάω	χαιρετάς	χαιρετά	χαιρετάμε	χαιρετάτε	χαιρετάν	χαιρέταγα	χαιρέταγες	χαιρέταγε	χαιρετάγαμε	χαιρετάγατε	χαιρέταγαν	χαιρέτησα	χαιρέτησες	χαιρέτησε	χαιρετήσαμε	χαιρετήσατε	χαιρέτησαν	χαιρέτα	χαιρετάτε	χαιρετώντας
χαλάω	-	χαλάς	χαλά	χαλάμε	χαλάτε	χαλάν	χάλαγα	χάλαγες	χάλαγε	χαλάγαμε	χαλάγατε	χάλαγαν	χάλασα	χάλασες	χάλασε	χαλάσαμε	χαλάσατε	χάλασαν	χάλα	χαλάστε	χαλώντας
χαλαρώνω	-	-	-	-	-	-	χαλάρωνα	χαλάρωνες	χαλάρωνε	χαλαρώναμε	χαλαρώνατε	χαλάρωναν	χαλάρωσα	χαλάρωσες	χαλάρωσε	χαλαρώσαμε	χαλαρώσατε	χαλάρωσαν	χαλάρωνε	χαλαρώνετε	-
χαλνώ	χαλνάω	χαλνάς	χαλνά	χαλνάμε	χαλνάτε	χαλνάν	χάλναγα	χάλναγες	χάλναγε	χαλνάγαμε	χαλνάγατε	χάλναγαν	χάλασα	χάλασες	χάλασε	χαλάσαμε	χαλάσατε	χάλασαν	χάλασε	χαλάστε	χαλνώντας
χαλώ	χαλάω	χαλάς	χαλά	χαλάμε	χαλάτε	χαλάν	χάλαγα	χάλαγες	χάλαγε	χαλάγαμε	χαλάγατε	χάλαγαν	χάλασα	χάλασες	χάλασε	χαλάσαμε	χαλάσατε	χάλασαν	χάλα	χαλάστε	χαλώντας
χαμηλώνω	-	-	-	-	-	-	χαμήλωνα	χαμήλωνες	χαμήλωνε	χαμηλώναμε	χαμηλώνατε	χαμήλωναν	χαμήλωσα	χαμήλωσες	χαμήλωσε	χαμηλώσαμε	χαμηλώσατε	χαμήλωσαν	χαμήλωνε	χαμηλώνετε	-
χαμογελάω	-	χαμογελάς	χαμογελά	χαμογελάμε	χαμογελάτε	χαμογελάν	χαμογέλαγα	χαμογέλαγες	χαμογέλαγε	χαμογελάγαμε	χαμογελάγατε	χαμογέλαγαν	χαμογέλασα	χαμογέλασες	χαμογέλασε	χαμογελάσαμε	χαμογελάσατε	χαμογέλασαν	χαμογέλα	χαμογελάστε	χαμογελώντας
χαράζομαι	χαράζομαι	χαράζεσαι	χαράζεται	χαραζόμαστε	χαράζεστε	χαράζονται	χαραζόμουν	χαραζόσουν	χαραζόταν	χαραζόμασταν	χαραζόσασταν	χαράζονταν	χαράχτηκα	χαράχτηκες	χαράχτηκε	χαραχτήκαμε	χαραχτήκατε	χαράχτηκαν	χαράξου	χαραχτείτε	-
χαράζω	-	-	-	-	-	-	χάραζα	χάραζες	χάραζε	χαράζαμε	χαράζατε	χάραζαν	χάραξα	χάραξες	χάραξε	χαράξαμε	χαράξατε	χάραξαν	χάραζε	χαράζετε	-
χαρίζω	-	-	-	-	-	-	χάριζα	χάριζες	χάριζε	χαρίζαμε	χαρίζατε	χάριζαν	χάρισα	χάρισες	χάρισε	χαρίσαμε	χαρίσατε	χάρισαν	χάριζε	χαρίζετε	-
χαρακτηρίζω	-	-	-	-	-	-	χαρακτήριζα	χαρακτήριζες	χαρακτήριζε	χαρακτηρίζαμε	χαρακτηρίζατε	χαρακτήριζαν	χαρακτήρισα	χαρακτήρισες	χαρακτήρισε	χαρακτηρίσαμε	χαρακτηρίσατε	χαρακτήρισαν	χαρακτήριζε	χαρακτηρίζετε	-
χαρακώνω	-	-	-	-	-	-	χαράκωνα	χαράκωνες	χαράκωνε	χαρακώναμε	χαρακώνατε	χαράκωναν	χαράκωσα	χαράκωσες	χαράκωσε	χαρακώσαμε	χαρακώσατε	χαράκωσαν	χαράκωνε	χαρακώνετε	-
χαραμίζομαι	χαραμίζομαι	χαραμίζεσαι	χαραμίζεται	χαραμιζόμαστε	χαραμίζεστε	χαραμίζονται	χαραμιζόμουν	χαραμιζόσουν	χαραμιζόταν	χαραμιζόμασταν	χαραμιζόσασταν	χαραμίζονταν	χαραμίστηκα	χαραμίστηκες	χαραμίστηκε	χαραμιστήκαμε	χαραμιστήκατε	χαραμίστηκαν	χαραμίσου	χαραμιστείτε	-
χαραμίζω	-	-	-	-	-	-	χαράμιζα	χαράμιζες	χαράμιζε	χαραμίζαμε	χαραμίζατε	χαράμιζαν	χαράμισα	χαράμισες	χαράμισε	χαραμίσαμε	χαραμίσατε	χαράμισαν	χαραμίζε	χαραμίζετε	-
χαροποιώ	χαροποιώ	χαροποιείς	χαροποιεί	χαροποιούμε	χαροποιείτε	χαροποιούν	χαροποιούσα	χαροποιούσες	χαροποιούσε	χαροποιούσαμε	χαροποιούσατε	χαροποιούσαν	χαροποίησα	χαροποίησες	χαροποίησε	χαροποιήσαμε	χαροποιήσατε	χαροποίησαν	χαροποίησε	χαροποιήστε	χαροποιώντας
χαρχαλεύω	-	-	-	-	-	-	χαρχάλευα	χαρχάλευες	χαρχάλευε	χαρχαλεύαμε	χαρχαλεύατε	χαρχάλευαν	χαρχάλεψα	χαρχάλεψες	χαρχάλεψε	χαρχαλέψαμε	χαρχαλέψατε	χαρχάλεψαν	χαρχάλευ'	χαρχαλέψτε	-
χασομερώ	χασομεράω	χασομεράς	χασομερά	χασομεράμε	χασομεράτε	χασομεράν	χασομέραγα	χασομέραγες	χασομέραγε	χασομεράγαμε	χασομεράγατε	χασομέραγαν	χασομέρησα	χασομέρησες	χασομέρησε	χασομερήσαμε	χασομερήσατε	χασομέρησαν	χασομέραγε	χασομεράτε	χασομερώντας
χαστουκίζω	-	-	-	-	-	-	χαστούκιζα	χαστούκιζες	χαστούκιζε	χαστουκίζαμε	χαστουκίζατε	χαστουκίζαν	χαστούκισα	χαστούκισες	χαστούκισε	χαστουκίσαμε	χαστουκίσατε	χαστουκίσαν	χαστούκιζε	χαστουκίζετε	-
χαχανίζω	-	-	-	-	-	-	χαχάνιζα	χαχάνιζες	χαχάνιζε	χαχανίζαμε	χαχανίζατε	χαχάνιζαν	χαχάνισα	χαχάνισες	χαχάνισε	χαχανίσαμε	χαχανίσατε	χαχάνισαν	χαχάνιζε	χαχανίζετε	-
χαϊδεύω	-	-	-	-	-	-	χάιδευα	χάιδευες	χάιδευε	χαϊδεύαμε	χαϊδεύατε	χάιδευαν	χάιδεψα	χάιδεψες	χάιδεψε	χαϊδέψαμε	χαϊδέψατε	χάιδεψαν	χάιδευε	χαϊδέψτε	-
χειρονομώ	χειρονομώ	χειρονομείς	χειρονομεί	χειρονομούμε	χειρονομείτε	χειρονομούν	χειρονομούσα	χειρονομούσες	χειρονομούσε	χειρονομούσαμε	χειρονομούσατε	χειρονομούσαν	-	-	-	-	-	-	-	χειρονομείτε	-
χειροτερεύω	-	-	-	-	-	-	χειροτέρευα	χειροτέρευες	χειροτέρευε	χειροτερεύαμε	χειροτερεύατε	χειροτέρευαν	χειροτέρευσα	χειροτέρευσες	χειροτέρευσε	χειροτερέψαμε	χειροτερέψατε	χειροτέρευσαν	χειροτέρευε	χειροτερέψτε	-
χιονίζω	-	-	-	χιονίζομε	-	-	χιόνιζα	χιόνιζες	χιόνιζε	χιονίζαμε	χιονίζατε	χιονίζαν	χιόνισα	χιόνισες	χιόνισε	χιονίσαμε	χιονίσατε	χιονίσαν	χιόνιζε	χιονίζετε	-
χλιμιντρίζω	-	-	-	-	-	-	χλιμίντριζα	χλιμίντριζες	χλιμίντριζε	χλιμιντρίζαμε	χλιμιντρίζατε	χλιμίντριζαν	χλιμίντρισα	χλιμίντρισες	χλιμίντρισε	χλιμιντρίσαμε	χλιμιντρίσατε	χλιμίντρισαν	χλιμίντριζε	χλιμιντρίζετε	-
