# lemma(infinitive)	V;NFIN	V;GER	V;PTCP;MASC;SG	V;PTCP;FEM;SG	V;PTCP;MASC;PL	V;PTCP;FEM;PL	V;IND;PRS;1;SG	V;IND;PRS;1;PL	V;IND;PRS;2;SG	V;IND;PRS;2;PL	V;IND;PRS;3;SG	V;IND;PRS;3;PL	V;IND;IPFV;1;SG	V;IND;IPFV;1;PL	V;IND;IPFV;2;SG	V;IND;IPFV;2;PL	V;IND;IPFV;3;SG	V;IND;IPFV;3;PL	V;IND;PRET;1;SG	V;IND;PRET;1;PL	V;IND;PRET;2;SG	V;IND;PRET;2;PL	V;IND;PRET;3;SG	V;IND;PRET;3;PL	V;IND;PLUP;1;SG	V;IND;PLUP;1;PL	V;IND;PLUP;2;SG	V;IND;PLUP;2;PL	V;IND;PLUP;3;SG	V;IND;PLUP;3;PL	V;IND;FUT;1;SG	V;IND;FUT;1;PL	V;IND;FUT;2;SG	V;IND;FUT;2;PL	V;IND;FUT;3;SG	V;IND;FUT;3;PL	V;COND;1;SG	V;COND;1;PL	V;COND;2;SG	V;COND;2;PL	V;COND;3;SG	V;COND;3;PL	V;SBJV;PRS;1;SG	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL	V;SBJV;PRS;3;SG	V;SBJV;PRS;3;PL	V;SBJV;PST;1;SG	V;SBJV;PST;1;PL	V;SBJV;PST;2;SG	V;SBJV;PST;2;PL	V;SBJV;PST;3;SG	V;SBJV;PST;3;PL	V;SBJV;FUT;1;SG	V;SBJV;FUT;1;PL	V;SBJV;FUT;2;SG	V;SBJV;FUT;2;PL	V;SBJV;FUT;3;SG	V;SBJV;FUT;3;PL	V;INF;1;SG	V;INF;1;PL	V;INF;2;SG	V;INF;2;PL	V;INF;3;SG	V;INF;3;PL	V;IMP;2;SG	V;IMP;2;PL  ("-" = productive default)
fertilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fertilicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fertilice	fertilicemos	fertilices	fertilicedes	fertilice	fertilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fiar	-	-	-	-	-	-	-	-	-	-	-	fiam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fiem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ficar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fique	fiquemos	fiques	fiquedes	fique	fiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fincar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	finquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	finque	finquemos	finques	finquedes	finque	finquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fingir	-	-	-	-	-	-	finjo	-	-	-	-	fingem	fingia	fingíamos	fingias	fingíades	fingia	fingiam	fingi	-	fingiche	-	-	fingiram	-	fingíramos	-	fingírades	-	fingiram	-	-	-	-	-	fingirám	fingiria	fingiríamos	fingirias	fingiríades	fingiria	fingiriam	finja	finjamos	finjas	finjades	finja	finjam	fingisse	fingíssemos	fingisses	fingíssedes	fingisse	fingissem	-	-	-	-	-	fingirem	-	-	-	-	-	fingirem	-	-
fisgar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fisguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fisgue	fisguemos	fisgues	fisguedes	fisgue	fisguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
flexibilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flexibilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
florecer	-	-	-	-	-	-	florezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	floreza	florezamos	florezas	florezades	floreza	florezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fochicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fochiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fochique	fochiquemos	fochiques	fochiquedes	fochique	fochiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
folgar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	folgue	folguemos	folgues	folguedes	folgue	folguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
folhear	-	-	-	-	-	-	-	-	-	-	-	folheam	folheava	folheávamos	folheavas	folheávades	folheava	folheavam	-	-	folheache	-	-	folhearam	-	folheáramos	-	folheárades	-	folhearam	-	-	-	-	-	folhearám	folhearia	folhearíamos	folhearias	folhearíades	folhearia	folheariam	-	-	-	-	-	folheem	folheasse	folheássemos	folheasses	folheássedes	folheasse	folheassem	-	-	-	-	-	folhearem	-	-	-	-	-	folhearem	-	-
formigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	formiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	formigue	formiguemos	formigues	formiguedes	formigue	formiguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fornecer	-	-	-	-	-	-	fornezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	forneza	fornezamos	fornezas	fornezades	forneza	fornezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fortalecer	-	-	-	-	-	-	fortalezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fortaleza	fortalezamos	fortalezas	fortalezades	fortaleza	fortalezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
forzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	forcei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	force	forcemos	forces	forcedes	force	forcen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
forçar	-	-	-	-	-	-	-	-	-	-	-	forçam	forçava	forçávamos	forçavas	forçávades	forçava	forçavam	forcei	-	forçache	-	-	forçaram	-	forçáramos	-	forçárades	-	forçaram	-	-	-	-	-	forçarám	forçaria	forçaríamos	forçarias	forçaríades	forçaria	forçariam	force	forcemos	forces	forcedes	force	forcem	forçasse	forçássemos	forçasses	forçássedes	forçasse	forçassem	-	-	-	-	-	forçarem	-	-	-	-	-	forçarem	-	-
fozar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	focei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	foce	focemos	foces	focedes	foce	focen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fregar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	freguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fregue	freguemos	fregues	freguedes	fregue	freguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fumegar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fumeguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fumegue	fumeguemos	fumegues	fumeguedes	fumegue	fumeguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fumigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fumiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fumigue	fumiguemos	fumigues	fumiguedes	fumigue	fumiguen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fungar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	funguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fungue	funguemos	fungues	funguedes	fungue	funguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
furricar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	furriquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	furrique	furriquemos	furriques	furriquedes	furrique	furriquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fustrigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fustriguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fustrigue	fustriguemos	fustrigues	fustriguedes	fustrigue	fustriguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
fuxir	-	-	-	-	-	-	-	-	foxes	-	foxe	foxen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
galeguizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	galeguicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
galgar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	galguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	galgue	galguemos	galgues	galguedes	galgue	galguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gerar	-	-	-	-	-	-	-	-	-	-	-	geram	gerava	gerávamos	geravas	gerávades	gerava	geravam	-	-	gerache	-	-	geraram	-	geráramos	-	gerárades	-	geraram	-	-	-	-	-	gerarám	geraria	geraríamos	gerarias	geraríades	geraria	gerariam	-	-	-	-	-	gerem	gerasse	gerássemos	gerasses	gerássedes	gerasse	gerassem	-	-	-	-	-	gerarem	-	-	-	-	-	gerarem	-	-
globalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	globalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gornecer	-	-	-	-	-	-	gornezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gorneza	gornezamos	gornezas	gornezades	gorneza	gornezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gozar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gocen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
guarnecer	-	-	-	-	-	-	guarnezo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	guarneza	guarnezamos	guarnezas	guarnezades	guarneza	guarnezan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
guiar	-	-	-	-	-	-	-	-	-	-	-	guiam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	guiem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
haber	-	-	-	-	-	-	hei	-	has	-	ha	han	-	-	-	-	-	-	houben	houbemos	houbeches	houbestes	houbo	houberon	houbera	houberamos	houberas	houberades	houbera	houberan	-	-	-	-	-	-	-	-	-	-	-	-	haxa	haxamos	haxas	haxades	haxa	haxan	houbese	houbésemos	houbeses	houbésedes	houbese	houbesen	houber	houbermos	houberes	houberdes	houber	houberen	-	-	-	-	-	-	-	-
haver	-	-	-	-	-	-	hei	-	hás	-	há	ham	havia	havíamos	havias	havíades	havia	haviam	houve	houvemos	houveche	houvestes	houve	houveram	houvera	houvéramos	houveras	houvérades	houvera	houveram	-	-	-	-	-	haverám	haveria	haveríamos	haverias	haveríades	haveria	haveriam	haja	hajamos	hajas	hajades	haja	hajam	houvesse	houvéssemos	houvesses	houvéssedes	houvesse	houvessem	houver	houvermos	houveres	houverdes	houver	houverem	-	-	-	-	-	haverem	há	-
hipnotizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hipnoticen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
homosexualizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	homosexualicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	homosexualice	homosexualicemos	homosexualices	homosexualicedes	homosexualice	homosexualicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hospitalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hospitalicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hospitalice	hospitalicemos	hospitalices	hospitalicedes	hospitalice	hospitalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
humanizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	humanicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
humidificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	humidifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	humidifique	humidifiquemos	humidifiques	humidifiquedes	humidifique	humidifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
idealizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	idealicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
identificar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	identifiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	identifique	identifiquemos	identifiques	identifiquedes	identifique	identifiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ideoloxizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ideoloxicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ideoloxice	ideoloxicemos	ideoloxices	ideoloxicedes	ideoloxice	ideoloxicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
igar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	iguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	igue	iguemos	igues	iguedes	igue	iguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ilegalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ilegalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
impedir	-	-	-	-	-	-	impeço	-	-	-	-	impedem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	impeça	impeçamos	impeças	impeçais	impeça	impeçam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
implicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	impliquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	implique	impliquemos	impliques	impliquedes	implique	impliquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
impoñer	-	-	imposto	imposta	impostos	impostas	-	-	impós	-	impón	-	-	-	-	-	-	-	impuxen	impuxemos	impuxeches	impuxestes	impuxo	impuxeron	impuxera	impuxeramos	impuxeras	impuxerades	impuxera	impuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	impuxese	impuxésemos	impuxeses	impuxésedes	impuxese	impuxesen	impuxer	impuxermos	impuxeres	impuxerdes	impuxer	impuxeren	-	-	-	-	-	-	impón	-
inculcar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inculquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inculque	inculquemos	inculques	inculquedes	inculque	inculquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
indemnizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	indemnicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
indicar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	indiquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	indique	indiquemos	indiques	indiquedes	indique	indiquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
indispoñer	-	-	indisposto	indisposta	indispostos	indispostas	-	-	indispós	-	indispón	-	-	-	-	-	-	-	indispuxen	indispuxemos	indispuxeches	indispuxestes	indispuxo	indispuxeron	indispuxera	indispuxeramos	indispuxeras	indispuxerades	indispuxera	indispuxeran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	indispuxese	indispuxésemos	indispuxeses	indispuxésedes	indispuxese	indispuxesen	indispuxer	indispuxermos	indispuxeres	indispuxerdes	indispuxer	indispuxeren	-	-	-	-	-	-	indispón	-
inducir	-	-	-	-	-	-	induzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	induza	induzamos	induzas	induzades	induza	induzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
industrializar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	industrialicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
infantilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	infantilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
inmobilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inmobilicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inmobilice	inmobilicemos	inmobilices	inmobilicedes	inmobilice	inmobilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
inmortalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inmortalicei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inmortalice	inmortalicemos	inmortalices	inmortalicedes	inmortalice	inmortalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
insensibilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	insensibilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
inserir	-	-	-	-	-	-	insiro	-	-	-	-	inserem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	insira	insiramos	insiras	insirades	insira	insiram	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
insonorizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	insonoricen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
institucionalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	institucionalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
instrumentalizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	instrumentalicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
interferir	-	-	-	-	-	-	interfiro	-	-	-	-	interferem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	interfira	interfiramos	interfiras	interfirades	interfira	interfiram	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
intervir	-	-	intervindo	intervinda	intervindos	intervindas	intervenho	-	intervéns	-	intervém	intervenhem	intervinha	interviñamos	intervinhas	interviñades	intervinha	intervinham	-	interviemos	intervieste	interviestes	interveio	intervieram	interviera	intervinhéramos	intervieras	intervinhérades	interviera	intervieram	-	-	-	-	-	-	-	-	-	-	-	-	intervenha	intervenhamos	intervenhas	intervenhades	intervenha	intervenham	interviesse	intervinhéssemos	interviesses	intervinhéssedes	interviesse	interviessem	intervier	interviermos	intervieres	intervierdes	intervier	intervierem	-	-	-	-	-	-	intervém	-
intricar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	intriquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	intrique	intriquemos	intriques	intriquedes	intrique	intriquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
introducir	-	-	-	-	-	-	introduzo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	introduza	introduzamos	introduzas	introduzades	introduza	introduzan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
investigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	investiguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	investigue	investiguemos	investigues	investiguedes	investigue	investiguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
investir	-	-	-	-	-	-	invisto	-	-	-	-	investem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	invista	invistamos	invistas	invistades	invista	invistam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
inviabilizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inviabilicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
inxerir	-	-	-	-	-	-	inxiro	-	inxires	-	inxire	inxiren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inxira	inxiramos	inxiras	inxirades	inxira	inxiran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	inxire	-
inzar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	incei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ince	incemos	inces	incedes	ince	incen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ionizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ionicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
irrigar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	irriguei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	irrigue	irriguemos	irrigues	irriguedes	irrigue	irriguem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
iscar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	isquei	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	isque	isquemos	isques	isquedes	isque	isquem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
islamizar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	islamicen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
jantar	-	-	-	-	-	-	-	-	-	-	-	jantam	jantava	jantávamos	jantavas	jantávades	jantava	jantavam	-	-	jantache	-	-	jantaram	-	jantáramos	-	jantárades	-	jantaram	-	-	-	-	-	jantarám	jantaria	jantaríamos	jantarias	jantaríades	jantaria	jantariam	-	-	-	-	-	jantem	jantasse	jantássemos	jantasses	jantássedes	jantasse	jantassem	-	-	-	-	-	jantarem	-	-	-	-	-	jantarem	-	-
jogar	-	-	-	-	-	-	-	-	-	-	-	jogam	jogava	jogávamos	jogavas	jogávades	jogava	jogavam	joguei	-	jogache	-	-	jogaram	-	jogáramos	-	jogárades	-	jogaram	-	-	-	-	-	jogarám	jogaria	jogaríamos	jogarias	jogaríades	jogaria	jogariam	jogue	joguemos	jogues	joguedes	jogue	joguem	jogasse	jogássemos	jogasses	jogássedes	jogasse	jogassem	-	-	-	-	-	jogarem	-	-	-	-	-	jogarem	-	-
