# lemma(infinitive)	V;PRS;1;SG	V;PRS;2;SG	V;PRS;3;SG	V;PRS;1;PL	V;PRS;2;PL	V;PRS;3;PL	V;FUT;1;SG	V;FUT;2;SG	V;FUT;3;SG	V;FUT;1;PL	V;FUT;2;PL	V;FUT;3;PL	V;PST;3;SG;MASC	V;PST;3;SG;FEM	V;PST;3;SG;NEUT	V;PST;3;PL;MASC;HUM	V;PST;3;PL	V;IMP;2;SG	V;IMP;1;PL	V;IMP;2;PL	V;NFIN  ("-" = productive default)
wybawić	-	-	-	-	-	-	wybawię	wybawisz	wybawi	wybawimy	wybawicie	wybawią	-	-	-	-	-	wybaw	wybawmy	wybawcie	-
wybazgrać	-	-	-	-	-	-	wybazgram	wybazgrasz	wybazgra	wybazgramy	wybazgracie	wybazgrają	-	-	-	-	-	wybazgraj	wybazgrajmy	wybazgrajcie	-
wybałuszać	wybałuszam	wybałuszasz	wybałusza	wybałuszamy	wybałuszacie	wybałuszają	-	-	-	-	-	-	-	-	-	-	-	wybałuszaj	wybałuszajmy	wybałuszajcie	-
wybałuszyć	-	-	-	-	-	-	wybałuszę	wybałuszysz	wybałuszy	wybałuszymy	wybałuszycie	wybałuszą	-	-	-	-	-	wybałusz	wybałuszmy	wybałuszcie	-
wybebeszać	wybebeszam	wybebeszasz	wybebesza	wybebeszamy	wybebeszacie	wybebeszają	-	-	-	-	-	-	-	-	-	-	-	wybebeszaj	wybebeszajmy	wybebeszajcie	-
wybebeszyć	-	-	-	-	-	-	wybebeszę	wybebeszysz	wybebeszy	wybebeszymy	wybebeszycie	wybebeszą	-	-	-	-	-	wybebesz	wybebeszmy	wybebeszcie	-
wybeczeć	-	-	-	-	-	-	wybeczę	wybeczysz	wybeczy	wybeczymy	wybeczycie	wybeczą	-	wybeczała	wybeczało	-	wybeczały	wybecz	wybeczmy	wybeczcie	-
wybesztać	-	-	-	-	-	-	wybesztam	wybesztasz	wybeszta	wybesztamy	wybesztacie	wybesztają	-	-	-	-	-	wybesztaj	wybesztajmy	wybesztajcie	-
wybetonować	-	-	-	-	-	-	wybetonuję	wybetonujesz	wybetonuje	wybetonujemy	wybetonujecie	wybetonują	-	-	-	-	-	wybetonuj	wybetonujmy	wybetonujcie	-
wybetonowywać	wybetonowuję	wybetonowujesz	wybetonowuje	wybetonowujemy	wybetonowujecie	wybetonowują	-	-	-	-	-	-	-	-	-	-	-	wybetonowuj	wybetonowujmy	wybetonowujcie	-
wybełkotać	-	-	-	-	-	-	wybełkoczę	wybełkocesz	wybełkoce	wybełkocemy	wybełkocecie	wybełkoczą	-	-	-	-	-	wybełkocz	wybełkoczmy	wybełkoczcie	-
wybełtać	-	-	-	-	-	-	wybełczę	wybełcesz	wybełce	wybełcemy	wybełcecie	wybełczą	-	-	-	-	-	wybełcz	wybełczmy	wybełczcie	-
wybełtywać	wybełtuję	wybełtujesz	wybełtuje	wybełtujemy	wybełtujecie	wybełtują	-	-	-	-	-	-	-	-	-	-	-	wybełtuj	wybełtujmy	wybełtujcie	-
