# lemma	present	past	past-participle	present-participle	imperative  ("-" = productive default)
nasukkel	-	-	nagesukkel	-	-
nasyfer	-	-	nagesyfer	-	-
nasê	-	-	nagesê	-	-
nateken	-	-	nageteken	-	-
natgooi	-	-	natgegooi	-	-
natlei	-	-	natgelei	-	-
natmaak	-	-	natgemaak	-	-
natou	-	-	nagetou	-	-
natreent	-	-	natgereent	-	-
natrek	-	-	natgerek	-	-
natreën	-	-	natgereën	-	-
natspat	-	-	natgespat	-	-
natspuit	-	-	natgespuit	-	-
navertel	-	-	navertel	-	-
navolg	-	-	nagevolg	-	-
navors	-	-	nagevors	-	-
navra	-	-	nagevra	-	-
nawerk	-	-	nagewerk	-	-
nawys	-	-	nagewys	-	-
nayk	-	-	nageyk	-	-
nayl	-	-	nageyl	-	-
neerbuie	-	-	neergebuie	-	-
neerbuig	-	-	neergebuig	-	-
neerbuk	-	-	neergebuk	-	-
neerdaal	-	-	neergedaal	neerdalende	-
neerdonder	-	-	neergedonder	-	-
neerdruk	-	-	neergedruk	-	-
neergooi	-	-	neergegooi	-	-
neerhaal	-	-	neergehaal	-	-
neerhang	-	-	neergehang	-	-
neerhurk	-	-	neergehurk	-	-
neerkap	-	-	neergekap	-	-
neerkniel	-	-	neergekniel	-	-
neerkom	-	-	neergekom	-	-
neerkyk	-	-	neergekyk	-	-
neerlaat	-	-	neergelaat	-	-
neerlê	-	-	neergelê	-	-
neerpen	-	-	neergepen	-	-
neerplaas	-	-	neergeplaas	-	-
neerplak	neergeplak	-	-	-	-
neerplof	-	-	neergeplof	-	-
neerreën	-	-	neergereën	-	-
neersak	-	-	neergesak	-	-
neersien	-	-	neergesien	-	-
neersink	-	-	neergesink	-	-
neersit	-	-	neergesit	-	-
neerskiet	-	-	neergeskiet	-	-
neerskryf	-	-	neergeskryf	-	-
neerskrywe	-	-	neergeskrywe	-	-
neerslaan	-	-	neergeslaan	-	-
neerslet	-	-	neergeslet	-	-
neersmyt	-	-	neergesmyt	-	-
neerstoot	-	-	neergestoot	-	-
neerstort	-	-	neergestort	-	-
neerstraal	-	-	neergestraal	-	-
neerstryk	-	-	neergestryk	-	-
neerswiep	-	-	neergeswiep	-	-
neersyg	-	-	neergesyg	-	-
neertrek	-	-	neergetrek	-	-
neertuimel	-	-	neergetuimel	-	-
neerval	-	-	neergeval	-	-
neervel	-	-	neergevel	-	-
neervly	-	-	neergevly	-	-
neerwerp	-	-	neergewerp	-	-
nes	-	-	-	nestende	-
nesmaak	-	-	nesgemaak	-	-
nesskop	-	-	nesgeskop	-	-
omarm	-	-	omarm	-	-
ombabbel	-	-	omgebabbel	-	-
ombind	-	-	omgebind	-	-
omblaai	-	-	omgeblaai	-	-
omblaas	-	-	omgeblaas	-	-
omboor	-	-	omgeboor	-	-
ombou	-	-	omgebou	-	-
ombring	-	-	omgebring	-	-
ombuie	-	-	omgebuie	-	-
ombuig	-	-	omgebuig	-	-
omdans	-	-	omgedans	-	-
omdoen	-	-	omgedoen	-	-
omdolwe	-	-	omgedolwe	-	-
omdop	-	-	omgedop	-	-
omdra	-	-	omgedra	-	-
omdraai	-	-	omgedraai	-	-
omdrentel	-	-	omgedrentel	-	-
omfloers	-	-	omfloers	-	-
omgaan	-	-	omgegaan	-	-
omgedol	-	-	omgedol	-	-
omgedolf	-	-	omgedolf	-	-
omgee	-	-	omgegee	-	-
omgeef	-	-	omgeef	-	-
omgewe	-	-	omgewe	-	-
omgooi	-	-	omgegooi	-	-
omgord	-	-	omgord	-	-
omgrens	-	-	omgrens	-	-
omhaal	-	-	omgehaal	-	-
omhang	-	-	omgehang	-	-
omhein	-	-	omhein	-	-
omhels	-	-	omhels	-	-
omhou	-	-	omgehou	-	-
omhul	-	-	omhul	-	-
omkantel	-	-	omgekantel	-	-
omkap	-	-	omgekap	-	-
omkeer	-	-	omgekeer	-	-
omklee	-	-	omgeklee	-	-
omkleed	-	-	omgekleed	-	-
omklem	-	-	omklem	-	-
omklink	-	-	omgeklink	-	-
omknel	-	-	omgeknel	-	-
omkom	-	-	omgekom	-	-
omkonkel	-	-	omgekonkel	-	-
omkoop	-	-	omgekoop	-	-
omkors	-	-	omkors	-	-
omkraal	-	-	omkraal	-	-
omkrans	-	-	omkrans	-	-
omkrap	-	-	omgekrap	-	-
omkring	-	-	omkring	-	-
omkristalliseer	-	-	omgekristalliseer	-	-
omkruip	-	-	omgekruip	-	-
omkrul	-	-	omgekrul	-	-
omkry	-	-	omgekry	-	-
omkuier	-	-	omgekuier	-	-
omkyk	-	-	omgekyk	-	-
omlei	-	-	omgelei	-	-
omloop	-	-	omgeloop	-	-
omlyn	-	-	omlyn	-	-
omlys	-	-	omlys	-	-
omlê	-	-	omgelê	-	-
ommuur	-	-	ommuur	-	-
omploeg	-	-	omgeploeg	-	-
omploeë	-	-	omgeploeë	-	-
ompraat	-	-	omgepraat	-	-
omraam	-	-	omraam	-	-
omrand	-	-	omrand	-	-
omraster	-	-	omraster	-	-
omreken	-	-	omgereken	-	-
omring	-	-	omring	-	-
omroer	-	-	omgeroer	-	-
omrol	-	-	omgerol	-	-
omruil	-	-	omgeruil	-	-
omruk	-	-	omgeruk	-	-
omry	-	-	omgery	-	-
omseil	-	-	omgeseil	-	-
omset	-	-	omgeset	-	-
omsien	-	-	omgesien	-	-
omsingel	-	-	omsingel	-	-
omsit	-	-	omgesit	-	-
omskakel	-	-	omgeskakel	-	-
omskans	-	-	omskans	-	-
omskep	-	-	omgeskep	-	-
omskiet	-	-	omgeskiet	-	-
omskik	-	-	omgeskik	-	-
omskommel	-	-	omgeskommel	-	-
omskop	-	-	omgeskop	-	-
omskryf	-	-	omskryf	-	-
omskrywe	-	-	omskrywe	-	-
omskuif	-	-	omgeskuif	-	-
omsleep	-	-	omgesleep	-	-
omslinger	-	-	omgeslinger	-	-
omsluier	-	-	omsluier	-	-
omsluit	-	-	omsluit	-	-
omsmyt	-	-	omgesmyt	-	-
omsnel	-	-	omgesnel	-	-
omsoom	-	-	omgesoom	-	-
omspan	-	-	omgespan	-	-
omspit	-	-	omgespit	-	-
omspoel	-	-	omgespoel	-	-
omspring	-	-	omgespring	-	-
omstaan	-	-	omgestaan	-	-
omstamp	-	-	omgestamp	-	-
omstel	-	-	omgestel	-	-
omstik	-	-	omgestik	-	-
omstoot	-	-	omgestoot	-	-
omstraal	-	-	omstraal	-	-
omstrengel	-	-	omstrengel	-	-
omstuur	-	-	omgestuur	-	-
omsukkel	-	-	omgesukkel	-	-
omswaai	-	-	omgeswaai	-	-
omswagtel	-	-	omswagtel	-	-
omswerf	-	-	omgeswerf	-	-
omswerwe	-	-	omgeswerwe	-	-
omswoeg	-	-	omgeswoeg	-	-
omtower	-	-	omgetower	-	-
omtrap	-	-	omgetrap	-	-
omtrek	-	-	omgetrek	-	-
omtuimel	-	-	omgetuimel	-	-
omvaar	-	-	omgevaar	-	-
omval	-	-	omgeval	-	-
omvang	-	-	omvang	-	-
omvat	-	-	omgevat	-	-
omvergooi	-	-	omvergegooi	-	-
omverhaal	-	-	omvergehaal	-	-
omverloop	-	-	omvergeloop	-	-
omverry	-	-	omvergery	-	-
omverstoot	-	-	omvergestoot	-	-
omverwerp	-	-	omvergewerp	-	-
omvleg	-	-	omgevleg	-	-
omvleuel	-	-	omvleuel	-	-
omvlie	-	-	omgevlie	-	-
omvlieg	-	-	omgevlieg	-	-
omvorm	-	-	omgevorm	-	-
omvou	-	-	omgevou	-	-
omvroetel	-	-	omgevroetel	-	-
omvêrgooi	-	-	omvêrgegooi	-	-
omvêrhaal	-	-	omvêrgehaal	-	-
omvêrloop	-	-	omvêrgeloop	-	-
omvêrry	-	-	omvêrgery	-	-
omvêrstoot	-	-	omvêrgestoot	-	-
omvêrwerp	-	-	omvêrgewerp	-	-
omwaai	-	-	omgewaai	-	-
omwal	-	-	omwal	-	-
omwandel	-	-	omgewandel	-	-
omwend	-	-	omgewend	-	-
omwentel	-	-	omgewentel	-	-
omwerk	-	-	omgewerk	-	-
omwikkel	-	-	omgewikkel	-	-
omwimpel	-	-	omwimpel	-	-
omwind	-	-	omgewind	-	-
omwip	-	-	omgewip	-	-
omwissel	-	-	omgewissel	-	-
omwoel	-	-	omgewoel	-	-
onderbefonds	-	-	onderbefonds	-	-
onderbeklemtoon	-	-	onderbeklemtoon	-	-
onderbelig	-	-	onderbelig	-	-
onderbetaal	-	-	onderbetaal	-	-
onderbie	-	-	onderbie	-	-
onderbied	-	-	onderbied	-	-
onderbieë	-	-	onderbieë	-	-
onderbreek	-	-	onderbreek	-	-
onderbring	-	-	ondergebring	-	-
onderdeurloop	-	-	onderdeurgeloop	-	-
onderdeurspring	-	-	onderdeurgespring	-	-
onderdoen	-	-	ondergedoen	-	-
onderdompel	-	-	ondergedompel	-	-
onderdruk	-	-	onderdruk	onderdrukkende	-
onderduik	-	-	ondergeduik	-	-
ondergaan	-	-	ondergaan	ondergaande	-
ondergooi	-	-	ondergegooi	-	-
ondergraaf	-	-	ondergraaf	-	-
ondergrawe	-	-	ondergrawe	-	-
onderhandel	-	-	onderhandel	-	-
onderhou	-	-	ondergehou	-	-
onderhuur	-	-	ondergehuur	-	-
onderken	-	-	onderken	-	-
onderkruip	-	-	onderkruip	-	-
onderkry	-	-	ondergekry	-	-
onderloop	-	-	ondergeloop	-	-
onderlyn	-	-	onderlyn	-	-
onderlê	-	-	onderlê	-	-
ondermyn	-	-	ondermyn	-	-
onderneem	-	-	onderneem	-	-
onderploe	-	-	ondergeploe	-	-
onderploeg	-	-	ondergeploeg	-	-
onderploeë	-	-	ondergeploeë	-	-
onderpresteer	-	-	onderpresteer	-	-
onderrig	-	-	onderrig	-	-
ondersit	-	-	ondergesit	-	-
onderskat	-	-	onderskat	-	-
onderskei	-	-	onderskei	-	-
onderskep	-	-	onderskep	-	-
onderskraag	-	-	onderskraag	-	-
onderskryf	-	-	onderskryf	-	-
onderskrywe	-	-	onderskrywe	-	-
onderskuif	-	-	onderskuif	-	-
onderskuiwe	-	-	onderskuiwe	-	-
ondersoek	-	-	ondersoek	-	-
onderspan	-	-	onderspan	-	-
onderspeel	-	-	onderspeel	-	-
onderspit	-	-	ondergespit	-	-
onderstebotrek	-	-	onderstebogetrek	-	-
onderstel	-	-	onderstel	-	-
ondersteun	-	-	ondersteun	-	-
onderstreep	-	-	onderstreep	-	-
onderstut	-	-	onderstut	-	-
onderteken	-	-	onderteken	-	-
ondertrou	-	-	ondertrou	-	-
ondervang	-	-	ondervang	-	-
onderverdeel	-	-	onderverdeel	-	-
onderverhuur	-	-	onderverhuur	-	-
onderverseker	-	-	onderverseker	-	-
ondervind	-	-	ondervind	-	-
ondervoed	-	-	ondervoed	-	-
ondervra	-	-	ondervra	-	-
onderwaardeer	-	-	ondergewaardeer	-	-
onderwerp	-	-	onderwerp	-	-
onderwys	-	-	onderwys	-	-
ontaard	-	-	ontaard	-	-
ontban	-	-	ontban	-	-
ontbas	-	-	ontbas	-	-
ontbeen	-	-	ontbeen	-	-
ontbeer	-	-	ontbeer	-	-
ontbied	-	-	ontbied	-	-
ontbind	-	-	ontbind	-	-
ontblaar	-	-	ontblaar	-	-
ontbloot	-	-	ontbloot	-	-
ontboesem	-	-	ontboesem	-	-
ontbondel	-	-	ontbondel	-	-
ontbos	-	-	ontbos	-	-
ontbrand	-	-	ontbrand	-	-
ontbreek	-	-	ontbreek	-	-
ontbyt	-	-	ontbyt	-	-
ontchristelik	-	-	ontchristelik	-	-
ontdek	-	-	ontdek	-	-
ontdoen	-	-	ontdoen	-	-
ontdok	-	-	ontdok	-	-
ontdooi	-	-	ontdooi	-	-
ontdraad	-	-	ontdraad	-	-
ontduik	-	-	ontduik	-	-
onteer	-	-	onteer	-	-
onteien	-	-	onteien	-	-
onterf	-	-	onterf	-	-
onterwe	-	-	onterwe	-	-
ontferm	-	-	ontferm	-	-
ontfout	-	-	ontfout	-	-
ontfutsel	-	-	ontfutsel	-	-
ontgaan	-	-	ontgaan	-	-
ontgas	-	-	ontgas	-	-
ontgeld	-	-	ontgeld	-	-
ontgin	-	-	ontgin	-	-
ontglaas	-	-	ontglaas	-	-
ontglip	-	-	ontglip	-	-
ontgloei	-	-	ontgloei	-	-
ontgoddelik	-	-	ontgoddelik	-	-
ontgogel	-	-	ontgogel	-	-
ontgoël	-	-	ontgoëlde	-	-
ontgraat	-	-	ontgraat	-	-
ontgrendel	-	-	ontgrendel	-	-
ontgroei	-	-	ontgroei	-	-
ontgroen	-	-	ontgroen	-	-
onthaal	-	-	onthaal	-	-
onthaar	-	-	onthaar	-	-
onthals	-	-	onthals	-	-
onthef	-	-	onthef	-	-
ontheilig	-	-	ontheilig	-	-
onthoof	-	-	onthoof	-	-
onthoring	-	-	onthoring	-	-
onthou	-	-	onthou	onthoudende	-
onthul	-	-	onthul	-	-
onthuts	-	-	onthuts	-	-
ontkalk	-	-	ontkalk	-	-
ontken	-	-	ontken	-	-
ontkern	-	-	ontkern	-	-
ontkersten	-	-	ontkersten	-	-
ontketen	-	-	ontketen	-	-
ontkiem	-	-	ontkiem	-	-
ontkieser	-	-	ontkieser	-	-
ontklee	-	-	ontklee	-	-
ontkleed	-	-	ontkleed	-	-
ontkleur	-	-	ontkleur	-	-
ontknoop	-	-	ontknoop	-	-
ontkom	-	-	ontkom	-	-
ontkool	-	-	ontkool	-	-
ontkoppel	-	-	ontkoppel	-	-
ontkors	-	-	ontkors	-	-
ontkroon	-	-	ontkroon	-	-
ontkurk	-	-	ontkurk	-	-
ontlaai	-	-	ontlaai	-	-
ontlaer	-	-	ontlaer	-	-
ontlas	-	-	ontlas	-	-
ontleed	-	-	ontleed	-	-
ontleen	-	-	ontleen	-	-
ontliggaam	-	-	ontliggaam	-	-
ontlok	-	-	ontlok	-	-
ontlont	-	-	ontlont	-	-
ontloop	-	-	ontloop	-	-
ontluik	-	-	ontluik	-	-
ontluis	-	-	ontluis	-	-
ontluister	-	-	ontluister	-	-
ontmaag	-	-	ontmaag	-	-
ontmaagd	-	-	ontmaagd	-	-
ontmagnetiseer	-	-	ontmagnetiseer	-	-
ontman	-	-	ontman	-	-
ontmantel	-	-	ontmantel	-	-
ontmasker	-	-	ontmasker	-	-
ontmeng	-	-	ontmeng	-	-
ontmens	-	-	ontmens	-	-
ontmenslik	-	-	ontmenslik	-	-
ontmoedig	-	-	ontmoedig	-	-
ontmoet	-	-	ontmoet	-	-
ontmunt	-	-	ontmunt	-	-
ontneem	-	-	ontneem	-	-
ontnugter	-	-	ontnugter	-	-
ontpers	-	-	ontpers	-	-
ontpit	-	-	ontpit	-	-
ontplof	-	-	ontplof	-	-
ontplooi	-	-	ontplooi	-	-
ontpluim	-	-	ontpluim	-	-
ontpop	-	-	ontpop	-	-
ontraai	-	-	ontraai	-	-
ontrafel	-	-	ontrafel	-	-
ontreinig	-	-	ontreinig	-	-
ontrief	-	-	ontrief	-	-
ontriewe	-	-	ontriewe	-	-
ontrimpel	-	-	ontrimpel	-	-
ontroer	-	-	ontroer	-	-
ontrol	-	-	ontrol	-	-
ontrond	-	-	ontrond	-	-
ontroof	-	-	ontroof	-	-
ontruim	-	-	ontruim	-	-
ontruk	-	-	ontruk	-	-
ontsenu	-	-	ontsenu	-	-
ontset	-	-	ontset	-	-
ontsetel	-	-	ontsetel	-	-
ontsien	-	-	ontsien	-	-
ontsier	-	-	ontsier	-	-
ontsilwer	-	-	ontsilwer	-	-
ontsink	-	-	ontsink	-	-
ontskeep	-	-	ontskeep	-	-
ontskiet	-	-	ontskiet	-	-
ontslaan	-	-	ontslaan	-	-
ontslaap	-	-	ontslaap	-	-
ontsluier	-	-	ontsluier	-	-
ontsluit	-	-	ontsluit	-	-
ontsmet	-	-	ontsmet	-	-
ontsnap	-	-	ontsnap	-	-
ontsout	-	-	ontsout	-	-
ontspan	-	-	ontspan	-	-
ontspoor	-	-	ontspoor	-	-
ontspring	-	-	ontspring	-	-
ontspruit	-	-	ontspruit	-	-
ontstaan	-	-	ontstaan	-	-
ontstam	-	-	ontstam	-	-
ontstank	-	-	ontstank	-	-
ontsteek	-	-	ontsteek	-	-
ontstel	-	-	ontstel	-	-
ontstem	-	-	ontstem	-	-
ontstig	-	-	ontstig	-	-
ontsuur	-	-	ontsuur	-	-
ontswael	-	-	ontswael	-	-
ontswawel	-	-	ontswawel	-	-
ontsyfer	-	-	ontsyfer	-	-
ontsê	-	-	ontsê	-	-
onttakel	-	-	onttakel	-	-
onttrek	-	-	onttrek	-	-
onttroon	-	-	onttroon	-	-
ontval	-	-	ontval	-	-
ontvang	-	-	ontvang	-	-
ontveer	-	-	ontveer	-	-
ontveins	-	-	ontveins	-	-
ontvel	-	-	ontvel	-	-
ontvesel	-	-	ontvesel	-	-
ontvet	-	-	ontvet	-	-
ontvlam	-	-	ontvlam	-	-
ontvlees	-	-	ontvlees	-	-
ontvlek	-	-	ontvlek	-	-
ontvlug	-	-	ontvlug	-	-
ontvoer	-	-	ontvoer	-	-
ontvogtig	-	-	ontvogtig	-	-
ontvolg	-	-	ontvolg	-	-
ontvolk	-	-	ontvolk	-	-
ontvonk	-	-	ontvonk	-	-
ontvoog	-	-	ontvoog	-	-
ontvorm	-	-	ontvorm	-	-
ontvou	-	-	ontvou	-	-
ontvreem	-	-	ontvreem	-	-
ontvreemd	-	-	ontvreemd	-	-
ontvriend	-	-	ontvriend	-	-
ontvries	-	-	ontvries	-	-
ontwaak	-	-	ontwaak	-	-
ontwaar	-	-	ontwaar	-	-
ontwapen	-	-	ontwapen	-	-
ontwar	-	-	ontwar	-	-
ontwasem	-	-	ontwasem	-	-
ontwater	-	-	ontwater	-	-
ontwei	-	-	ontwei	-	-
ontwen	-	-	ontwen	-	-
ontwerp	-	-	ontwerp	-	-
ontwikkel	-	-	ontwikkel	-	-
ontwoeker	-	-	ontwoeker	-	-
ontworstel	-	-	ontworstel	-	-
ontwortel	-	-	ontwortel	-	-
ontwrig	-	-	ontwrig	-	-
ontwy	-	-	ontwy	-	-
ontwyk	-	-	ontwyk	-	-
ontys	-	-	ontys	-	-
oondbak	-	-	oondgebak	-	-
oondbraai	-	-	oondgebraai	-	-
oopbars	-	-	oopgebars	-	-
oopblaas	-	-	oopgeblaas	-	-
oopbreek	-	-	oopgebreek	-	-
oopdraai	-	-	oopgedraai	-	-
oopdruk	-	-	oopgedruk	-	-
oopforseer	-	-	oopgeforseer	-	-
oopgaan	-	-	oopgegaan	oopgaande	-
oopgooi	-	-	oopgegooi	-	-
oopgrawe	-	-	oopgegrawe	-	-
oophang	-	-	oopgehang	-	-
oophou	-	-	oopgehou	-	-
oopkap	-	-	oopgekap	-	-
oopkloof	-	-	oopgekloof	-	-
oopknoop	-	-	oopgeknoop	-	-
oopkrap	-	-	oopgekrap	-	-
oopkry	-	-	oopgekry	-	-
ooplaat	-	-	oopgelaat	-	-
ooplê	-	-	oopgelê	-	-
oopmaak	-	-	oopgemaak	-	-
ooprek	-	-	oopgerek	-	-
ooprol	-	-	oopgerol	-	-
oopruk	-	-	oopgeruk	-	-
oopsit	-	-	oopgesit	-	-
oopskarnier	-	-	oopgeskarnier	-	-
oopskeur	-	-	oopgeskeur	-	-
oopskryf	-	-	oopgeskryf	-	-
oopskrywe	-	-	oopgeskrywe	-	-
oopskuif	-	-	oopgeskuif	-	-
oopslaan	-	-	oopgeslaan	-	-
oopsluit	-	-	oopgesluit	-	-
oopsny	-	-	oopgesny	-	-
oopspalk	-	-	oopgespalk	-	-
oopspan	-	-	oopgespan	-	-
oopsper	-	-	oopgesper	-	-
oopsplits	-	-	oopgesplits	-	-
oopsprei	-	-	oopgesprei	-	-
oopspring	-	-	oopgespring	-	-
oopstaan	-	-	oopgestaan	-	-
oopstamp	-	-	oopgestamp	-	-
oopsteek	-	-	oopgesteek	-	-
oopstel	-	-	oopgestel	-	-
oopswaai	-	-	oopgeswaai	-	-
ooptrap	-	-	oopgetrap	-	-
ooptrek	-	-	oopgetrek	-	-
oopval	-	-	oopgeval	-	-
oopveg	-	-	oopgeveg	-	-
oopvlek	-	-	oopgevlek	-	-
oopvou	-	-	oopgevou	-	-
oopwerk	-	-	oopgewerk	-	-
oorbak	-	-	oorgebak	-	-
oorbeklemtoon	-	-	oorbeklemtoon	-	-
oorbetaal	-	-	oorbetaal	-	-
oorbewei	-	-	oorbewei	-	-
oorblaas	-	-	oorgeblaas	-	-
oorbluf	-	-	oorbluf	-	-
oorbly	-	-	oorgebly	oorblywende	-
oorborrel	-	-	oorgeborrel	-	-
oorbou	-	-	oorgebou	-	-
oorbrief	-	-	oorgebrief	-	-
oorbring	-	-	oorgebring	-	-
oorbrug	-	-	oorbrug	-	-
oordek	-	-	oordek	-	-
oordink	-	-	oordink	-	-
oordoen	-	-	oordoen	-	-
oordonder	-	-	oordonder	-	-
oordra	-	-	oorgedra	-	-
oordruk	-	-	oorgedruk	-	-
oordryf	-	-	oordryf	-	-
oordrywe	-	-	oordrywe	-	-
ooreenbring	-	-	ooreengebring	-	-
ooreenkom	-	-	ooreengekom	-	-
ooreenslaan	-	-	ooreengeslaan	-	-
ooreenstem	-	-	ooreengestem	-	-
ooreenval	-	-	ooreengeval	-	-
ooreet	-	-	ooreet	-	-
ooreis	-	-	ooreis	-	-
oorerf	-	-	oorgeërf	-	-
oorerwe	-	-	oorgeërwe	-	-
oorgaan	-	-	oorgegaan	-	-
oorgee	-	-	oorgegee	-	-
oorgeprikkel	-	-	oorgeprikkel	-	-
oorgiet	-	-	oorgegiet	-	-
oorgooi	-	-	oorgegooi	-	-
oorgroei	-	-	oorgegroei	-	-
oorhaal	-	-	oorgehaal	-	-
oorhaas	-	-	oorhaas	-	-
oorhandig	-	-	oorhandig	-	-
oorhang	-	-	oorgehang	-	-
oorhardloop	-	-	oorgehardloop	-	-
oorheers	-	-	oorheers	-	-
oorhel	-	-	oorgehel	-	-
oorhelp	-	-	oorgehelp	-	-
oorhewel	-	-	oorgehewel	-	-
oorhou	-	-	oorgehou	-	-
oorhê	oorhet	-	oorgehad	-	-
oorja	-	-	oorgeja	-	-
oorjaag	-	-	oorgejaag	-	-
oorjae	-	-	oorgejae	-	-
oorkapitaliseer	-	-	oorgekapitaliseer	-	-
oorklank	-	-	oorgeklank	-	-
oorklim	-	-	oorgeklim	-	-
oorkoepel	-	-	oorkoepel	-	-
oorkom	-	-	oorgekom	-	-
oorkook	-	-	oorgekook	-	-
oorkors	-	-	oorkors	-	-
oorkruip	-	-	oorgekruip	-	-
oorkry	-	-	oorgekry	-	-
oorkyk	-	-	oorgekyk	-	-
oorlaai	-	-	oorgelaai	-	-
oorlaat	-	-	oorgelaat	-	-
oorlap	-	-	oorgelap	-	-
oorleef	-	-	oorleef	oorlewende	-
oorleer	-	-	oorgeleer	-	-
oorlees	-	-	oorgelees	-	-
oorleun	-	-	oorgeleun	-	-
oorlewe	-	-	oorgelewe	-	-
oorlewer	-	-	oorgelewer	-	-
oorloop	-	-	oorgeloop	-	-
oorly	-	-	oorly	oorlydende	-
oorlê	-	-	oorgelê	-	-
oormaak	-	-	oorgemaak	-	-
oorman	-	-	oorman	-	-
oormeester	-	-	oormeester	-	-
oormeet	-	-	oorgemeet	-	-
oormekaarlas	-	-	oormekaargelas	-	-
oormekaarslaan	-	-	oormekaargeslaan	-	-
oormekaarval	-	-	oormekaargeval	-	-
oornaai	-	-	oorgenaai	-	-
oornag	-	-	oornag	-	-
oorneem	-	-	oorgeneem	-	-
oornommer	-	-	oorgenommer	-	-
oornooi	-	-	oorgenooi	-	-
oorontgin	-	-	oorontgin	-	-
oorpak	-	-	oorgepak	-	-
oorpeins	-	-	oorpeins	-	-
oorplaas	-	-	oorgeplaas	-	-
oorplak	-	-	oorgeplak	-	-
oorplant	-	-	oorgeplant	-	-
oorploeg	-	-	oorgeploeg	-	-
oorploeë	-	-	oorgeploeë	-	-
oorpomp	-	-	oorgepomp	-	-
oorpresteer	-	-	oorpresteer	-	-
oorproduseer	-	-	oorproduseer	-	-
oorreageer	-	-	oorgereageer	-	-
oorreed	-	-	oorreed	-	-
oorreik	-	-	oorreik	-	-
oorroei	-	-	oorgeroei	-	-
oorrompel	-	-	oorrompel	-	-
oorry	-	-	oorgery	-	-
oorseil	-	-	oorgeseil	-	-
oorsein	-	-	oorgesein	-	-
oorsend	-	-	oorgesend	-	-
oorsien	-	-	oorgesien	-	-
oorsit	-	-	oorgesit	-	-
oorskadu	-	-	oorskadu	-	-
oorskakel	-	-	oorgeskakel	-	-
oorskat	-	-	oorskat	-	-
oorskeep	-	-	oorgeskeep	-	-
oorskep	-	-	oorgeskep	-	-
oorskiet	-	-	oorgeskiet	-	-
oorskilder	-	-	oorgeskilder	-	-
oorskink	-	-	oorgeskink	-	-
oorskop	-	-	oorgeskop	-	-
oorskreeu	-	-	oorskreeu	-	-
oorskry	-	-	oorskry	-	-
oorskryf	-	-	oorgeskryf	-	-
oorskrywe	-	-	oorgeskrywe	-	-
oorskuif	-	-	oorgeskuif	-	-
oorslaan	-	-	oorgeslaan	oorslaande	-
oorslaap	-	-	oorgeslaap	-	-
oorsleep	-	-	oorgesleep	-	-
oorsmeer	-	-	oorgesmeer	-	-
oorsmelt	-	-	oorgesmelt	-	-
oorsmyt	-	-	oorgesmyt	-	-
oorsomer	-	-	oorsomer	-	-
oorspan	-	-	oorgespan	-	-
oorspeel	-	-	oorgespeel	-	-
oorspoel	-	-	oorgespoel	-	-
oorspring	-	-	oorgespring	-	-
oorspuit	-	-	oorgespuit	-	-
oorstaan	-	-	oorgestaan	-	-
oorstap	-	-	oorgestap	-	-
oorsteek	-	-	oorgesteek	-	-
oorstelp	-	-	oorstelp	-	-
oorstem	-	-	oorgestem	-	-
oorstimuleer	-	-	oorgestimuleer	-	-
oorstoot	-	-	oorgestoot	-	-
oorstroom	-	-	oorgestroom	-	-
oorstuur	-	-	oorgestuur	-	-
oorsuiker	-	-	oorgesuiker	-	-
oorswem	-	-	oorgeswem	-	-
oorsê	-	-	oorgesê	-	-
oortap	-	-	oorgetap	-	-
oorteken	-	-	oorgeteken	-	-
oortel	-	-	oorgetel	-	-
oortree	-	-	oortree	-	-
oortref	-	-	oortref	-	-
oortrek	-	-	oorgetrek	-	-
oortroef	-	-	oortroef	-	-
oortroewe	-	-	oortroewe	-	-
oortuie	-	-	oortuie	-	-
oortuig	-	-	oortuig	-	-
oorvaar	-	-	oorgevaar	-	-
oorval	-	-	oorval	-	-
oorverf	-	-	oorgeverf	-	-
oorverhit	-	-	oorverhit	-	-
oorvertel	-	-	oorvertel	-	-
oorverwe	-	-	oorgeverwe	-	-
oorvleuel	-	-	oorvleuel	-	-
oorvlieg	-	-	oorgevlieg	-	-
oorvloei	-	-	oorgevloei	-	-
oorvoed	-	-	oorvoed	-	-
oorvoer	-	-	oorvoer	-	-
oorvolteken	-	-	oorvolteken	-	-
oorvra	-	-	oorgevra	-	-
oorwaai	-	-	oorgewaai	-	-
oorwas	-	-	oorgewas	-	-
oorweeg	-	-	oorgeweeg	-	-
oorweldig	-	-	oorweldig	-	-
oorwelf	-	-	oorwelf	-	-
oorwelwe	-	-	oorwelwe	-	-
oorwen	-	-	oorwen	-	-
oorwerk	-	-	oorwerk	-	-
oorwin	-	-	oorwin	-	-
oorwinter	-	-	oorwinter	-	-
oorwip	-	-	oorgewip	-	-
oorwoeker	-	-	oorwoeker	-	-
oorwuif	-	-	oorgewuif	-	-
ooryk	-	-	oorgeyk	-	-
ooryl	-	-	ooryl	-	-
opbel	-	-	opgebel	-	-
opberg	-	-	opgeberg	-	-
opbetaal	-	-	opbetaal	-	-
opbeur	-	-	opgebeur	-	-
opbeweeg	-	-	opbeweeg	-	-
opblaas	-	-	opgeblaas	-	-
opbliksem	-	-	opgebliksem	-	-
opbloei	-	-	opgebloei	-	-
