# lemma	prs1sg	prs2sg	prs3sg	prs1pl	prs2pl	prs3pl	sbjv3	imp2sg	ptcp	ger	ipfv1sg	pfv3sg ("-" = derive)
apupa	-	-	apupă	-	-	apupă	apupe	-	-	-	-	-
apăra	apăr	aperi	apără	apărăm	apărați	apără	apere	apără	apărat	apărând	apăram	apără
apărea	apar	apari	apare	apărem	apăreți	apar	apară	apari	apărut	apărând	apăream	apăru
apăsa	apăs	apeși	apasă	apăsăm	apăsați	apasă	apese	apasă	apăsat	apăsând	apăsam	apăsă
arciui	arciuiesc	arciuiești	arciuiește	arciuim	arciuiți	arciuiesc	arciuiască	arciuiește	arciuit	arciuind	arciuiam	arciui
arcui	arcuiesc	arcuiești	arcuiește	arcuim	arcuiți	arcuiesc	arcuiască	arcuiește	arcuit	arcuind	arcuiam	arcui
arde	ard	arzi	arde	ardem	ardeți	ard	ardă	arzi	ars	arzând	ardeam	arse
ardeia	ardeiez	ardeiezi	ardeiază	ardeiem	ardeiați	ardeiază	ardeieze	ardeiază	ardeiat	ardeind	ardeiam	ardeie
arendui	arenduiesc	arenduiești	arenduiește	arenduim	arenduiți	arenduiesc	arenduiască	arenduiește	arenduit	arenduind	arenduiam	arendui
arestui	arestuiesc	arestuiești	arestuiește	arestuim	arestuiți	arestuiesc	arestuiască	arestuiește	arestuit	arestuind	arestuiam	arestui
arestălui	arestăluiesc	arestăluiești	arestăluiește	arestăluim	arestăluiți	arestăluiesc	arestăluiască	arestăluiește	arestăluit	arestăluind	arestăluiam	arestălui
areta	-	-	aretă	-	-	aretă	arete	-	aretat	aretând	-	aretă
argintui	argintuiesc	argintuiești	argintuiește	argintuim	argintuiți	argintuiesc	argintuiască	argintuiește	argintuit	argintuind	argintuiam	argintui
armonia	armoniez	armoniezi	armoniază	armoniem	armoniați	armoniază	armonieze	armoniază	armoniat	armoniind	armoniam	armonie
aroga	arog	arogi	arogă	arogăm	arogați	arogă	aroge	arogă	arogat	arogând	arogam	arogă
arpegia	-	-	-	-	-	-	-	-	-	-	-	arpegie
arăduce	arăduc	arăduci	arăduce	arăducem	arăduceți	arăduc	arăducă	arădu	arădus	arăducând	arăduceam	arăduse
arădui	arăduiesc	arăduiești	arăduiește	arăduim	arăduiți	arăduiesc	arăduiască	arăduiește	arăduit	arăduind	arăduiam	arădui
arăta	arăt	arăți	arată	arătăm	arătați	arată	arate	arată	arătat	arătând	arătam	arătă
ascunde	-	-	-	-	-	-	-	-	ascuns	ascunzând	-	ascunse
ascuți	ascut	ascuți	ascute	ascuțim	ascuțiți	ascut	ascută	ascute	ascuțit	ascuțind	ascuțeam	ascuți
aseca	asec	aseci	-	asecăm	asecați	-	asece	-	asecat	asecând	asecam	asecă
asedia	asediez	asediezi	asediază	asediem	asediați	asediază	asedieze	asediază	asediat	asediind	asediam	asedie
asemelui	asemeluiesc	asemeluiești	asemeluiește	asemeluim	asemeluiți	asemeluiesc	asemeluiască	asemeluiește	asemeluit	asemeluind	asemeluiam	asemelui
asemui	asemuiesc	asemuiești	asemuiește	asemuim	asemuiți	asemuiesc	asemuiască	asemuiește	asemuit	asemuind	asemuiam	asemui
asemălui	asemăluiesc	asemăluiești	asemăluiește	asemăluim	asemăluiți	asemăluiesc	asemăluiască	asemăluiește	asemăluit	asemăluind	asemăluiam	asemălui
asemăna	aseamăn	asemeni	aseamănă	asemănăm	asemănați	aseamănă	asemene	aseamănă	asemănat	asemănând	asemănam	asemănă
asfixia	asfixiez	asfixiezi	asfixiază	asfixiem	asfixiați	asfixiază	asfixieze	asfixiază	asfixiat	asfixiind	asfixiam	asfixie
asmuți	asmut	asmuți	asmute	asmuțim	asmuțiți	asmut	asmută	asmute	asmuțit	asmuțind	asmuțeam	asmuți
asocia	asociez	asociezi	asociază	asociem	asociați	asociază	asocieze	asociază	asociat	asociind	asociam	asocie
asoga	asog	asogi	asogă	asogăm	asogați	asogă	asoge	asogă	asogat	asogând	asogam	asogă
astenia	asteniez	asteniezi	asteniază	asteniem	asteniați	asteniază	astenieze	asteniază	asteniat	asteniind	asteniam	astenie
astimpăra	astimpăr	astimperi	astimpără	astimpărăm	astimpărați	astimpără	astimpere	astimpără	astimpărat	astimpărând	astimpăram	astimpără
astâmpăra	astâmpăr	astâmperi	astâmpără	astâmpărăm	astâmpărați	astâmpără	astâmpere	astâmpără	astâmpărat	astâmpărând	astâmpăram	astâmpără
astăura	astăur	astăuri	astăură	-	-	astăură	astăure	astăură	-	-	-	-
asămui	asămuiesc	asămuiești	asămuiește	asămuim	asămuiți	asămuiesc	asămuiască	asămuiește	asămuit	asămuind	asămuiam	asămui
asămălui	asămăluiesc	asămăluiești	asămăluiește	asămăluim	asămăluiți	asămăluiesc	asămăluiască	asămăluiește	asămăluit	asămăluind	asămăluiam	asămălui
ateia	atei	atei	ateie	ateiem	ateiați	ateie	ateie	ateie	ateiat	ateind	ateiam	ateie
atenua	atenuez	atenuezi	atenuează	atenuăm	atenuați	atenuează	atenueze	atenuează	atenuat	atenuând	atenuam	atenuă
atesta	atest	atești	atestă	atestăm	atestați	atestă	ateste	atestă	atestat	atestând	atestam	atestă
atinge	-	-	-	-	-	-	-	-	atins	-	-	atinse
atrage	-	-	-	-	-	-	-	-	atras	atrăgând	atrăgeam	atrase
atribui	atribui	atribui	atribuie	atribuim	atribuiți	atribuie	atribuie	atribuie	atribuit	atribuind	atribuiam	atribui
atrofia	-	-	atrofiază	-	-	atrofiază	atrofieze	-	atrofiat	atrofiind	-	atrofie
audia	audiez	audiezi	audiază	audiem	audiați	audiază	audieze	audiază	audiat	audiind	audiam	audie
aui	aui	aui	auie	auim	auiți	auie	auiască	auie	auit	auind	auiam	aui
autoaprecia	autoapreciez	autoapreciezi	autoapreciază	autoapreciem	autoapreciați	autoapreciază	autoaprecieze	autoapreciază	autoapreciat	autoapreciind	autoapreciam	autoaprecie
autoaprinde	-	-	-	-	-	-	-	-	autoaprins	autoaprinzând	-	autoaprinse
autoatribui	autoatribui	autoatribui	autoatribuie	autoatribuim	autoatribuiți	autoatribuie	autoatribuie	autoatribuie	autoatribuit	autoatribuind	autoatribuiam	autoatribui
autobiciui	autobiciuiesc	autobiciuiești	autobiciuiește	autobiciuim	autobiciuiți	autobiciuiesc	autobiciuiască	autobiciuiește	autobiciuit	autobiciuind	autobiciuiam	autobiciui
autocalomnia	autocalomniez	autocalomniezi	autocalomniază	autocalomniem	autocalomniați	autocalomniază	autocalomnieze	autocalomniază	autocalomniat	autocalomniind	autocalomniam	autocalomnie
autoconserva	autoconserv	autoconservi	autoconservă	autoconservăm	autoconservați	autoconservă	autoconserve	autoconservă	autoconservat	autoconservând	autoconservam	autoconservă
autocontempla	autocontemplu	autocontempli	autocontemplă	autocontemplăm	autocontemplați	autocontemplă	autocontemple	autocontemplă	autocontemplat	autocontemplând	autocontemplam	autocontemplă
autocunoaște	autocunosc	autocunoști	autocunoaște	autocunoaștem	autocunoașteți	autocunosc	autocunoască	autocunoaște	autocunoscut	autocunoscând	autocunoșteam	autocunoscu
autocurăța	autocurăț	autocureți	autocurăță	autocurățăm	autocurățați	autocurăță	autocurețe	autocurăță	autocurățat	autocurățând	autocurățam	autocurăță
autodeclara	autodeclar	autodeclari	autodeclară	-	-	autodeclară	autodeclare	autodeclară	-	-	-	-
autodemasca	autodemasc	autodemaști	autodemască	autodemascăm	autodemascați	autodemască	autodemaște	autodemască	autodemascat	autodemascând	autodemascam	autodemască
autodescrie	autodescriu	autodescrii	autodescrie	autodescriem	autodescrieți	autodescriu	autodescrie	autodescrie	autodescris	autodescriind	autodescriam	autodescrise
autodesvolta	autodesvolt	autodesvolți	autodesvoltă	autodesvoltăm	autodesvoltați	autodesvoltă	autodesvolte	autodesvoltă	autodesvoltat	autodesvoltând	autodesvoltam	autodesvoltă
autodetermina	autodetermin	autodetermini	autodetermină	-	-	autodetermină	autodetermine	autodetermină	-	-	-	-
autodezminți	autodezmint	autodezminți	autodezminte	autodezmințim	autodezmințiți	autodezmint	autodezmintă	autodezminte-	autodezmințit	autodezmințind	autodezmințeam	autodezminți
autodezvolta	autodezvolt	autodezvolți	autodezvoltă	autodezvoltăm	autodezvoltați	autodezvoltă	autodezvolte	autodezvoltă	autodezvoltat	autodezvoltând	autodezvoltam	autodezvoltă
autodistruge	-	-	-	-	-	-	-	-	autodistrus	-	-	autodistruse
autodizolva	-	-	autodizolvă	-	-	autodizolvă	autodizolve	-	autodizolvat	autodizolvând	-	autodizolvă
autodomina	autodomin	autodomini	autodomină	-	-	autodomină	autodomine	autodomină	-	-	-	-
autoelogia	autoelogiez	autoelogiezi	autoelogiază	autoelogiem	autoelogiați	autoelogiază	autoelogieze	autoelogiază	autoelogiat	autoelogiind	autoelogiam	autoelogie
autoevalua	autoevaluez	autoevaluezi	autoevaluează	autoevaluăm	autoevaluați	autoevaluează	autoevalueze	autoevaluează	autoevaluat	autoevaluând	autoevaluam	autoevaluă
autoevidenția	autoevidențiez	autoevidențiezi	autoevidențiază	autoevidențiem	autoevidențiați	autoevidențiază	autoevidențieze	autoevidențiază	autoevidențiat	autoevidențiind	autoevidențiam	autoevidenție
autografia	autografiez	autografiezi	autografiază	autografiem	autografiați	autografiază	autografieze	autografiază	autografiat	autografiind	autografiam	autografie
autoimpune	autoimpun	autoimpui	autoimpune	autoimpunem	autoimpuneți	autoimpun	autoimpuie	autoimpune	autoimpus	autoimpunând	autoimpuneam	autoimpuse
autoincendia	autoincendiez	autoincendiezi	autoincendiază	autoincendiem	autoincendiați	autoincendiază	autoincendieze	autoincendiază	autoincendiat	autoincendiind	autoincendiam	autoincendie
autoinstrui	autoinstruiesc	autoinstruiești	autoinstruiește	autoinstruim	autoinstruiți	autoinstruiesc	autoinstruiască	autoinstruiește	autoinstruit	autoinstruind	autoinstruiam	autoinstrui
automistifica	automistific	automistifici	automistifică	-	-	automistifică	automistifice	automistifică	-	-	-	-
autonega	autoneg	autonegi	autoneagă	autonegăm	autonegați	autoneagă	autonege	autoneagă	autonegat	autonegând	autonegam	autonegă
autoobserva	autoobserv	autoobservi	autoobservă	autoobservăm	autoobservați	autoobservă	autoobserve	autoobservă	autoobservat	autoobservând	autoobservam	autoobservă
autoparodia	autoparodiez	autoparodiezi	autoparodiază	autoparodiem	autoparodiați	autoparodiază	autoparodieze	autoparodiază	autoparodiat	autoparodiind	autoparodiam	autoparodie
autoprezenta	autoprezint	autoprezinți	autoprezintă	autoprezentăm	autoprezentați	autoprezintă	autoprezinte	autoprezintă	autoprezentat	autoprezentând	autoprezentam	autoprezentă
autopropune	autopropui	autopropui	autopropune	autopropunem	autopropuneți	autopropun	autopropuie	autopropune	autopropus	autopropuind	autopropuneam	autopropuse
autopsia	autopsiez	autopsiezi	autopsiază	autopsiem	autopsiați	autopsiază	autopsieze	autopsiază	autopsiat	autopsiind	autopsiam	autopsie
autorepara	autorepar	autorepari	autorepară	-	-	autorepară	autorepare	autorepară	-	-	-	-
autostudia	autostudiez	autostudiezi	autostudiază	autostudiem	autostudiați	autostudiază	autostudieze	autostudiază	autostudiat	autostudiind	autostudiam	autostudie
autosupraveghea	autosupraveghez	autosupraveghezi	autosupraveghează	autosupraveghem	autosupravegheați	autosupraveghează	autosupravegheze	autosupraveghează	autosupravegheat	autosupraveghind	autosupravegheam	autosupraveghe
autosusține	autosusțin	autosusții	autosusține	autosusținem	autosusțineți	autosusțin	autosusție	autosusține	autosusținut	autosusțiind	autosusțineam	autosusținu
autoverifica	autoverific	autoverifici	autoverifică	-	-	autoverifică	autoverifice	autoverifică	-	-	-	-
auzi	aud	auzi	aude	auzim	auziți	aud	audă	-	auzit	auzind	auzeam	auzi
avaria	avariez	avariezi	avariază	avariem	avariați	avariază	avarieze	avariază	avariat	avariind	avariam	avarie
avea	am	ai	are	avem	aveți	au	aibă	ai	avut	având	aveam	avu
avua	avuez	avuezi	avuează	avuăm	avuați	avuează	avueze	avuează	avuat	avuând	avuam	avuă
azeaciui	azeaciuiesc	azeaciuiești	azeaciuiește	azeaciuim	azeaciuiți	azeaciuiesc	azeaciuiască	azeaciuiește	azeaciuit	azeaciuind	azeaciuiam	azeaciui
azvârli	azvârl	azvârli	azvârle	azvârlim	azvârliți	-	azvârle	azvârle	azvârlit	azvârlind	azvârleam	azvârli
așchia	așchiez	așchiezi	așchiază	așchiem	așchiați	așchiază	așchieze	așchiază	așchiat	așchiind	așchiam	așchie
așeza	așez	așezi	așază	așezăm	așezați	așază	așeze	așază	așezat	așezând	așezam	așeză
aștepta	aștept	aștepți	așteaptă	așteptăm	așteptați	așteaptă	aștepte	așteaptă	așteptat	așteptând	așteptam	așteptă
aține	ațin	ații	aține	aținem	ațineți	ațin	ațină	aține	aținut	aținând	ațineam	aținu
ațânta	ațânt	ațânți	ațântă	-	-	ațântă	ațânte	ațântă	-	-	-	-
bacșișui	bacșișuiesc	bacșișuiești	bacșișuiește	bacșișuim	bacșișuiți	bacșișuiesc	bacșișuiască	bacșișuiește	bacșișuit	bacșișuind	bacșișuiam	bacșișui
baleia	baleiez	baleiezi	baleiază	baleiem	baleiați	baleiază	baleieze	baleiază	baleiat	baleind	baleiam	baleie
balsamui	-	-	-	-	-	-	-	-	-	-	balsamuiam	-
bate	-	-	-	-	-	-	-	-	bătut	bătând	băteam	bătu
bdenui	bdenuiesc	bdenuiești	bdenuiește	bdenuim	bdenuiți	bdenuiesc	bdenuiască	bdenuiește	bdenuit	bdenuind	bdenuiam	bdenui
bea	beau	bei	bea	bem	beți	beau	bea	bea	băut	bând	beam	bău
becelui	beceluiesc	beceluiești	beceluiește	beceluim	beceluiți	beceluiesc	beceluiască	beceluiește	beceluit	beceluind	beceluiam	becelui
becăcăi	becăcăi	becăcăi	becăcăie	becăcăim	becăcăiți	becăcăie	becăcăiască	becăcăie	becăcăit	becăcăind	becăcăiam	becăcăi
bedui	-	-	-	-	-	-	-	-	-	-	beduiam	-
bega	beg	begi	begă	begăm	begați	begă	bege	begă	begat	begând	begam	begă
behehăi	behehăi	behehăi	behehăie	behehăim	behehăiți	behehăie	behehăiască	behehăie	behehăit	behehăind	behehăiam	behehăi
behăi	behăi	behăi	behăie	behăim	behăiți	behăie	behăiască	behăie	behăit	behăind	behăiam	behăi
beichetui	beichetuiesc	beichetuiești	beichetuiește	beichetuim	beichetuiți	beichetuiesc	beichetuiască	beichetuiește	beichetuit	beichetuind	beichetuiam	beichetui
beletui	beletuiesc	beletuiești	beletuiește	beletuim	beletuiți	beletuiesc	beletuiască	beletuiește	beletuit	beletuind	beletuiam	beletui
belui	beluiesc	beluiești	beluiește	beluim	beluiți	beluiesc	beluiască	beluiește	beluit	beluind	beluiam	belui
benchetui	benchetuiesc	benchetuiești	benchetuiește	benchetuim	benchetuiți	benchetuiesc	benchetuiască	benchetuiește	benchetuit	benchetuind	benchetuiam	benchetui
beneficia	beneficiez	beneficiezi	beneficiază	beneficiem	beneficiați	beneficiază	beneficieze	beneficiază	beneficiat	beneficiind	beneficiam	beneficie
berdui	berduiesc	berduiești	berduiește	berduim	berduiți	berduiesc	berduiască	berduiește	berduit	berduind	berduiam	berdui
beregăna	beregăn	beregăni	beregănă	-	-	beregănă	beregăne	beregănă	-	-	-	-
beregătui	beregătuiesc	beregătuiești	beregătuiește	beregătuim	beregătuiți	beregătuiesc	beregătuiască	beregătuiește	beregătuit	beregătuind	beregătuiam	beregătui
berlui	berluiesc	berluiești	berluiește	berluim	berluiți	berluiesc	berluiască	berluiește	berluit	berluind	berluiam	berlui
besedui	beseduiesc	beseduiești	beseduiește	beseduim	beseduiți	beseduiesc	beseduiască	beseduiește	beseduit	beseduind	beseduiam	besedui
besădui	besăduiesc	besăduiești	besăduiește	besăduim	besăduiți	besăduiesc	besăduiască	besăduiește	besăduit	besăduind	besăduiam	besădui
bezaconui	-	-	-	-	-	-	-	-	-	-	bezaconuiam	-
bibliografia	bibliografiez	bibliografiezi	bibliografiază	bibliografiem	bibliografiați	bibliografiază	bibliografieze	bibliografiază	bibliografiat	bibliografiind	bibliografiam	bibliografie
bicilui	biciluiesc	biciluiești	biciluiește	biciluim	biciluiți	biciluiesc	biciluiască	biciluiește	biciluit	biciluind	biciluiam	bicilui
biciui	biciuiesc	biciuiești	biciuiește	biciuim	biciuiți	biciuiesc	biciuiască	biciuiește	biciuit	biciuind	biciuiam	biciui
biciului	biciuluiesc	biciuluiești	biciuluiește	biciuluim	biciuluiți	biciuluiesc	biciuluiască	biciuluiește	biciuluit	biciuluind	biciuluiam	biciului
biftui	biftuiesc	biftuiești	biftuiește	biftuim	biftuiți	biftuiesc	biftuiască	biftuiește	biftuit	biftuind	biftuiam	biftui
bigui	-	-	-	-	-	-	-	-	-	-	bigueam	-
bihăi	bihăiesc	bihăiești	bihăiește	bihăim	bihăiți	bihăiesc	bihăiască	bihăiește	bihăit	bihăind	bihăiam	bihăi
bilțui	bilțui	bilțui	bilțuie	bilțuim	bilțuiți	bilțuie	bilțuie	bilțuie	bilțuit	bilțuind	bilțuiam	bilțui
bine-grăi	bine-grăiesc	bine-grăiești	bine-grăiește	bine-grăim	bine-grăiți	bine-grăiesc	bine-grăiască	bine-grăiește	bine-grăit	bine-grăind	bine-grăiam	bine-grăi
binecugeta	binecuget	binecugeți	binecugetă	binecugetăm	binecugetați	binecugetă	binecugete	binecugetă	binecugetat	binecugetând	binecugetam	binecugetă
binedispune	binedispun	binedispui	binedispune	binedispunem	binedispuneți	binedispun	binedispuie	binedispune	binedispus	binedispunând	binedispuneam	binedispuse
bineface	binefac	binefaci	bineface	binefacem	binefaceți	binefac	binefacă	binefă	binefăcut	binefăcând	binefăceam	binefăcu
binevestui	binevestuiesc	binevestuiești	binevestuiește	binevestuim	binevestuiți	binevestuiesc	binevestuiască	binevestuiește	binevestuit	binevestuind	binevestuiam	binevestui
binevoi	binevoiesc	binevoiești	binevoiește	binevoim	binevoiți	binevoiesc	binevoiască	binevoiește	binevoit	binevoind	binevoiam	binevoi
binevrea	binevrau	binevrai	binevra	binevrem	binevreți	binevor	binevrea	-	binevrut	binevrând	binevram	binevru
bineînvoi	bineînvoiesc	bineînvoiești	bineînvoiește	bineînvoim	bineînvoiți	bineînvoiesc	bineînvoiască	bineînvoiește	bineînvoit	bineînvoind	bineînvoiam	bineînvoi
bineînțelege	-	-	-	-	-	-	-	-	bineînțeles	-	-	bineînțelese
bintătui	bintătuiesc	bintătuiești	bintătuiește	bintătuim	bintătuiți	bintătuiesc	bintătuiască	bintătuiește	bintătuit	bintătuind	bintătuiam	bintătui
biografia	biografiez	biografiezi	biografiază	biografiem	biografiați	biografiază	biografieze	biografiază	biografiat	biografiind	biografiam	biografie
bipui	bipuiesc	bipuiești	bipuiește	bipuim	bipuiți	bipuiesc	bipuiască	bipuiește	bipuit	bipuind	bipuiam	bipui
bipăi	bipăi	bipăi	bipăie	bipăim	bipăiți	bipăie	bipăie	bipăie	bipăit	bipăind	bipăiam	bipăi
birui	birui	birui	biruie	biruim	biruiți	biruie	biruiască	biruie	biruit	biruind	biruiam	birui
birșegălui	birșegăluiesc	birșegăluiești	birșegăluiește	birșegăluim	birșegăluiți	birșegăluiesc	birșegăluiască	birșegăluiește	birșegăluit	birșegăluind	birșegăluiam	birșegălui
birșiglui	birșigluiesc	birșigluiești	birșigluiește	birșigluim	birșigluiți	birșigluiesc	birșigluiască	birșigluiește	birșigluit	birșigluind	birșigluiam	birșiglui
birșigui	birșiguiesc	birșiguiești	birșiguiește	birșiguim	birșiguiți	birșiguiesc	birșiguiască	birșiguiește	birșiguit	birșiguind	birșiguiam	birșigui
birșlugui	birșluguiesc	birșluguiești	birșluguiește	birșluguim	birșluguiți	birșluguiesc	birșluguiască	birșluguiește	birșluguit	birșluguind	birșluguiam	birșlugui
birșugui	birșuguiesc	birșuguiești	birșuguiește	birșuguim	birșuguiți	birșuguiesc	birșuguiască	birșuguiește	birșuguit	birșuguind	birșuguiam	birșugui
birșăglui	birșăgluiesc	birșăgluiești	birșăgluiește	birșăgluim	birșăgluiți	birșăgluiesc	birșăgluiască	birșăgluiește	birșăgluit	birșăgluind	birșăgluiam	birșăglui
birșăgălui	-	-	-	-	-	-	-	-	-	-	birșăgăluiam	-
birțui	birțuiesc	birțuiești	birțuiește	birțuim	birțuiți	birțuiesc	birțuiască	birțuiește	birțuit	birțuind	birțuiam	birțui
bizui	bizui	bizui	bizuie	bizuim	bizuiți	bizuie	bizuie	bizuie	bizuit	bizuind	bizuiam	bizui
blasfemia	blasfemiez	blasfemiezi	blasfemiază	blasfemiem	blasfemiați	blasfemiază	blasfemieze	blasfemiază	blasfemiat	blasfemiind	blasfemiam	blasfemie
blecui	blecuiesc	blecuiești	blecuiește	blecuim	blecuiți	blecuiesc	blecuiască	blecuiește	blecuit	blecuind	blecuiam	blecui
blegui	bleguiesc	bleguiești	bleguiește	bleguim	bleguiți	bleguiesc	bleguiască	bleguiește	bleguit	bleguind	bleguiam	blegui
blehui	blehuiesc	blehuiești	blehuiește	blehuim	blehuiți	blehuiesc	blehuiască	blehuiește	blehuit	blehuind	blehuiam	blehui
blehăi	blehăi	blehăi	blehăie	blehăim	blehăiți	blehăie	blehăie	blehăie	blehăit	blehăind	blehăiam	blehăi
bleoșticăi	bleoșticăiesc	bleoșticăiești	bleoșticăiește	bleoșticăim	bleoșticăiți	bleoșticăiesc	bleoșticăiască	bleoșticăiește	bleoșticăit	bleoșticăind	bleoșticăiam	bleoșticăi
blescăi	blescăiesc	blescăiești	blescăiește	blescăim	blescăiți	blescăiesc	blescăiască	blescăiește	blescăit	blescăind	blescăiam	blescăi
blestema	blestem	blestemi	blestemă	blestemăm	blestemați	blestemă	blesteme	blestemă	blestemat	blestemând	blestemam	blestemă
blestăma	blestăm	blestămi	blestămă	-	-	blestămă	blestăme	blestămă	-	-	-	-
bleui	bleuiesc	bleuiești	bleuiește	bleuim	bleuiți	bleuiesc	bleuiască	bleuiește	bleuit	bleuind	bleuiam	bleui
blevui	blevuiesc	blevuiești	blevuiește	blevuim	blevuiți	blevuiesc	blevuiască	blevuiește	blevuit	blevuind	blevuiam	blevui
blezgoia	blezgoiez	blezgoiezi	blezgoiază	blezgoiem	blezgoiați	blezgoiază	blezgoieze	blezgoiază	blezgoiat	blezgoind	blezgoiam	blezgoie
blezui	blezuiesc	blezuiești	blezuiește	blezuim	blezuiți	blezuiesc	blezuiască	blezuiește	blezuit	blezuind	blezuiam	blezui
blibăi	blibăi	blibăi	blibăie	blibăim	blibăiți	blibăie	blibăie	blibăie	blibăit	blibăind	blibăiam	blibăi
blioșticăi	blioșticăiesc	blioșticăiești	blioșticăiește	blioșticăim	blioșticăiți	blioșticăiesc	blioșticăiască	blioșticăiește	blioșticăit	blioșticăind	blioșticăiam	blioșticăi
bloi	bloiesc	bloiești	bloiește	bloim	bloiți	bloiesc	bloiască	bloiește	bloit	bloind	bloiam	bloi
bloșticăi	bloșticăiesc	bloșticăiești	bloșticăiește	bloșticăim	bloșticăiți	bloșticăiesc	bloșticăiască	bloșticăiește	bloșticăit	bloșticăind	bloșticăiam	bloșticăi
blănui	blănuiesc	blănuiești	blănuiește	blănuim	blănuiți	blănuiesc	blănuiască	blănuiește	blănuit	blănuind	blănuiam	blănui
blăstema	blăstem	blăstemi	blăstemă	blăstemăm	blăstemați	blăstemă	blăsteme	blăstemă	blăstemat	blăstemând	blăstemam	blăstemă
blătui	blătuiesc	blătuiești	blătuiește	blătuim	blătuiți	blătuiesc	blătuiască	blătuiește	blătuit	blătuind	blătuiam	blătui
boconi	bocon	boconi	bocone	boconim	boconiți	bocone	bocone	bocone	boconit	boconind	boconeam	boconi
bocăi	bocăi	bocăi	bocăie	bocăim	bocăiți	bocăie	bocăie	bocăie	bocăit	bocăind	bocăiam	bocăi
